"","Site","Block","Tree","Source","Name","cond","ht"
"1","PV",1,1,"AK","AK3",1,25
"2","PV",1,2,"AK","AK3",1,49
"3","PV",1,3,"AK","AK3",1,56
"4","PV",1,4,"AK","AK3",1,66
"5","PV",1,5,"AK","AK3",1,41
"6","PV",1,1,"AK","AK6",1,36
"7","PV",1,2,"AK","AK6",2,6
"8","PV",1,3,"AK","AK6",1,47
"9","PV",1,4,"AK","AK6",1,60
"10","PV",1,5,"AK","AK6",1,56
"11","PV",1,1,"AK","AK9",1,28
"12","PV",1,2,"AK","AK9",1,25
"13","PV",1,3,"AK","AK9",1,21
"14","PV",1,4,"AK","AK9",1,43
"15","PV",1,5,"AK","AK9",1,74
"16","PV",1,1,"BA","BA2",1,55
"17","PV",1,2,"BA","BA2",1,42
"18","PV",1,3,"BA","BA2",1,59
"19","PV",1,4,"BA","BA2",1,52
"20","PV",1,5,"BA","BA2",1,35
"21","PV",1,1,"BA","BA3",1,32
"22","PV",1,2,"BA","BA3",2,43
"23","PV",1,3,"BA","BA3",1,26
"24","PV",1,4,"BA","BA3",1,27
"25","PV",1,5,"BA","BA3",1,46
"26","PV",1,2,"BA","BA5",1,68
"27","PV",1,3,"BA","BA5",2,55
"28","PV",1,4,"BA","BA5",2,36
"29","PV",1,5,"BA","BA5",1,47
"30","PV",1,1,"BC","BC3",1,37
"31","PV",1,2,"BC","BC3",1,61
"32","PV",1,3,"BC","BC3",1,51
"33","PV",1,4,"BC","BC3",1,62
"34","PV",1,5,"BC","BC3",2,57
"35","PV",1,1,"BC","BC6",1,40
"36","PV",1,3,"BC","BC6",1,51
"37","PV",1,4,"BC","BC6",1,50
"38","PV",1,2,"BC","BC8",1,58
"39","PV",1,3,"BC","BC8",1,38
"40","PV",1,4,"BC","BC8",1,40
"41","PV",1,5,"BC","BC8",1,52
"42","PV",1,1,"BK","BK2",1,50
"43","PV",1,2,"BK","BK2",1,48
"44","PV",1,3,"BK","BK2",1,42
"45","PV",1,4,"BK","BK2",1,47
"46","PV",1,5,"BK","BK2",1,31
"47","PV",1,1,"BK","BK3",1,45
"48","PV",1,2,"BK","BK3",1,36
"49","PV",1,3,"BK","BK3",1,45
"50","PV",1,4,"BK","BK3",1,48
"51","PV",1,5,"BK","BK3",1,37
"52","PV",1,1,"BK","BK5",1,73
"53","PV",1,2,"BK","BK5",1,83
"54","PV",1,3,"BK","BK5",1,59
"55","PV",1,4,"BK","BK5",1,34
"56","PV",1,5,"BK","BK5",2,61
"57","PV",1,1,"BL","BL1",1,44
"58","PV",1,2,"BL","BL1",1,32
"59","PV",1,3,"BL","BL1",1,58
"60","PV",1,4,"BL","BL1",1,74
"61","PV",1,5,"BL","BL1",1,47
"62","PV",1,1,"BL","BL2",1,37
