"","Site","Block","Tree","Source","Name","cond","ht"
"1","PH",1,3,"AK","AK9",1,148
"2","PH",1,4,"AK","AK9",1,71
"3","PH",1,5,"AK","AK9",1,108
"4","PH",1,1,"BA","BA2",1,117
"5","PH",1,4,"BA","BA2",2,166
"6","PH",1,5,"BA","BA2",2,69
"7","PH",1,4,"BA","BA3",2,89
"8","PH",1,5,"BA","BA3",2,177
"9","PH",1,2,"BA","BA5",1,32
"10","PH",1,3,"BA","BA5",1,162
"11","PH",1,1,"BC","BC3",1,123
"12","PH",1,2,"BC","BC3",2,68
"13","PH",1,3,"BC","BC3",1,93
"14","PH",1,4,"BC","BC3",2,98
"15","PH",1,5,"BC","BC3",2,54
"16","PH",1,4,"BC","BC6",1,63
"17","PH",1,5,"BC","BC6",2,142
"18","PH",1,1,"BK","BK2",2,174
"19","PH",1,5,"BK","BK2",2,119
"20","PH",1,3,"BK","BK3",1,125
"21","PH",1,5,"BK","BK3",1,138
"22","PH",1,2,"BK","BK5",2,99
"23","PH",1,3,"BK","BK5",2,114
"24","PH",1,4,"BK","BK5",1,152
"25","PH",1,5,"BK","BK5",2,124
"26","PH",1,1,"BL","BL1",2,77
"27","PH",1,5,"BL","BL1",1,90
"28","PH",1,2,"BL","BL2",1,32
"29","PH",1,5,"BL","BL2",2,98
"30","PH",1,3,"BL","BL3",1,111
"31","PH",1,4,"BL","BL3",1,88
"32","PH",1,2,"BR","BR3",4,47
"33","PH",1,1,"BR","BR7",1,109
"34","PH",1,3,"BR","BR7",1,123
"35","PH",1,4,"BR","BR7",2,59
"36","PH",1,5,"BR","BR7",1,103
"37","PH",1,3,"CA","CA3",2,102
"38","PH",1,4,"CA","CA3",1,132
"39","PH",1,5,"CA","CA3",1,136
"40","PH",1,1,"CA","CA4",2,87
"41","PH",1,2,"CA","CA4",2,90
"42","PH",1,4,"CA","CA4",1,85
"43","PH",1,5,"CA","CA4",1,184
"44","PH",1,3,"CB","CB1",2,177
"45","PH",1,3,"CC","CC2",1,194
"46","PH",1,4,"CC","CC2",2,89
"47","PH",1,5,"CC","CC2",1,161
"48","PH",1,3,"CC","CC7",2,123
"49","PH",1,4,"CC","CC7",1,153
"50","PH",1,5,"CC","CC7",2,122
"51","PH",1,3,"CP","CP9",2,156
"52","PH",1,1,"CR","CR2",1,30
"53","PH",1,2,"CR","CR2",2,117
"54","PH",1,4,"CR","CR2",1,149
"55","PH",1,5,"CR","CR2",2,164
"56","PH",1,4,"CR","CR3",1,124
"57","PH",1,5,"CR","CR4",2,96
"58","PH",1,2,"CY","CY6",2,100
"59","PH",1,3,"CY","CY6",2,57
"60","PH",1,4,"DE","DE2",1,120
"61","PH",1,3,"DE","DE4",1,117
"62","PH",1,4,"DE","DE4",2,116
"63","PH",1,5,"DE","DE4",2,105
"64","PH",1,5,"DE","DE5",2,92
"65","PH",1,2,"DE","DE6",2,91
"66","PH",1,4,"DE","DE6",1,181
"67","PH",1,5,"DE","DE6",1,93
"68","PH",1,2,"FB","FB3",1,120
"69","PH",1,4,"FB","FB3",1,70
"70","PH",1,5,"FB","FB3",1,50
"71","PH",1,4,"FB","FB9",2,132
"72","PH",1,3,"FW","FW3",2,85
"73","PH",1,1,"GA","GA1",1,130
"74","PH",1,2,"GA","GA1",1,115
"75","PH",1,3,"GA","GA1",1,130
"76","PH",1,4,"GA","GA1",1,135
