"","Site","Overal_Indep","Dep","Spec_Indep","Estimate","STDError","Pr(>|z|)"
"66","PuyallupHill","Dist_Slope_ElevDist_DD.5.sp","PercDead","Slope","-0.0167601894566486","0.0989108702234403","0.865444745355795"
"67","PuyallupHill","Dist_Slope_ElevDist_DD.5.sp","PercDead","ElevDist","-0.116884123169117","0.085382667688565","0.171016661350894"
"68","PuyallupHill","Dist_Slope_ElevDist_DD.5.sp","PercDead","DD.5.sp","0.446275416802324","0.137394974534026","0.0011617011069604"
"69","PuyallupHill","Dist_Slope_DD.5.sp","PercDead","Dist","0.27807615048702","0.108162454117364","0.0101431099305989"
"70","PuyallupHill","Dist_Slope_DD.5.sp","PercDead","Slope","0.0479076722060679","0.0861789226507674","0.57827279966865"
"71","PuyallupHill","Dist_Slope_DD.5.sp","PercDead","DD.5.sp","0.336090407021214","0.11130032061487","0.00253048975705384"
"72","PuyallupHill","Dist_Aspect_ElevDist_DD.5.sp","PercDead","Dist","0.442103794561154","0.150533598938186","0.00331499140879373"
"73","PuyallupHill","Dist_Aspect_ElevDist_DD.5.sp","PercDead","Aspect","0.0181494715760655","0.0594374126272066","0.760096297686025"
"74","PuyallupHill","Dist_Aspect_ElevDist_DD.5.sp","PercDead","ElevDist","-0.10048424577934","0.0808790673134252","0.214088593652827"
"75","PuyallupHill","Dist_Aspect_ElevDist_DD.5.sp","PercDead","DD.5.sp","0.442484377943387","0.137406516425336","0.0012807545685788"
"76","PuyallupHill","Dist_Aspect_DD.5.sp","PercDead","Dist","0.305558164609682","0.102507926491865","0.00287473251438058"
"77","PuyallupHill","Dist_Aspect_DD.5.sp","PercDead","Aspect","0.0462511895468569","0.0549477325773584","0.399938749280153"
"78","PuyallupHill","Dist_Aspect_DD.5.sp","PercDead","DD.5.sp","0.337182629835397","0.10786024901343","0.00177137365229629"
"79","PuyallupHill","Dist_ElevDist_eFFP_DD.5.sp","PercDead","Dist","0.438466461922074","0.147944475947407","0.00303941642114589"
"80","PuyallupHill","Dist_ElevDist_eFFP_DD.5.sp","PercDead","ElevDist","-0.0889126665660561","0.0800665321951082","0.266790176747469"
"81","PuyallupHill","Dist_ElevDist_eFFP_DD.5.sp","PercDead","eFFP","-0.0405045245697063","0.0545814050933439","0.458030481001095"
"82","PuyallupHill","Dist_ElevDist_eFFP_DD.5.sp","PercDead","DD.5.sp","0.43726621598375","0.137579382597159","0.00148150057844394"
"83","PuyallupHill","Dist_ElevDist_MSP_DD.5.sp","PercDead","Dist","0.438546718681194","0.157956116274033","0.00549673689903592"
"84","PuyallupHill","Dist_ElevDist_MSP_DD.5.sp","PercDead","ElevDist","-0.103698670306152","0.0792136827023968","0.190500315596217"
"85","PuyallupHill","Dist_ElevDist_MSP_DD.5.sp","PercDead","MSP","-0.0170984365216128","0.0717125119162551","0.811547360390554"
"86","PuyallupHill","Dist_ElevDist_MSP_DD.5.sp","PercDead","DD.5.sp","0.444442939942993","0.137219673602899","0.00119985077751801"
"87","PuyallupHill","Dist_ElevDist_DD.5.sp","PercDead","Dist","0.452475371953979","0.146782469139106","0.00205183240769017"
"88","PuyallupHill","Dist_ElevDist_DD.5.sp","PercDead","ElevDist","-0.109916130724232","0.0747781136041033","0.141589630945545"
"89","PuyallupHill","Dist_ElevDist_DD.5.sp","PercDead","DD.5.sp","0.445207859487585","0.137232094611665","0.00117782526719131"
"90","PuyallupHill","Dist_eFFP_MSP_DD.5.sp","PercDead","Dist","0.397147009783646","0.135907208622203","0.00347576775990892"
"91","PuyallupHill","Dist_eFFP_MSP_DD.5.sp","PercDead","eFFP","-0.153823466361087","0.117289576371714","0.189694112820062"
"92","PuyallupHill","Dist_eFFP_MSP_DD.5.sp","PercDead","MSP","0.13282805643816","0.153459592692935","0.386733031406816"
"93","PuyallupHill","Dist_eFFP_MSP_DD.5.sp","PercDead","DD.5.sp","0.328396964144456","0.108054291135888","0.00237219254937501"
"94","PuyallupHill","Dist_eFFP_DD.5.sp","PercDead","Dist","0.32207496420395","0.104197297430142","0.001994764266278"
"95","PuyallupHill","Dist_eFFP_DD.5.sp","PercDead","eFFP","-0.062429685896109","0.0508235005839345","0.219310891490925"
"96","PuyallupHill","Dist_eFFP_DD.5.sp","PercDead","DD.5.sp","0.341526747320524","0.106959174321337","0.00140775123388919"
"97","PuyallupHill","Dist_MSP_DD.5.sp","PercDead","Dist","0.283416123501247","0.104039929444101","0.00644751947742894"
"98","PuyallupHill","Dist_MSP_DD.5.sp","PercDead","MSP","-0.0483568086095491","0.0674856262100429","0.473651959566866"
