"","Site","Block","Tree","Source","Name","cond","ht"
"1","SF",1,1,"AK","AK3",2,62
"2","SF",1,2,"AK","AK3",1,68
"3","SF",1,3,"AK","AK3",1,33
"4","SF",1,4,"AK","AK3",1,109
"5","SF",1,1,"AK","AK6",1,96
"6","SF",1,2,"AK","AK6",1,86
"7","SF",1,3,"AK","AK6",1,45
"8","SF",1,5,"AK","AK6",1,52
"9","SF",1,1,"AK","AK9",1,50
"10","SF",1,2,"AK","AK9",1,67
"11","SF",1,3,"AK","AK9",1,22
"12","SF",1,4,"AK","AK9",1,68
"13","SF",1,5,"AK","AK9",1,57
"14","SF",1,1,"BA","BA2",1,38
"15","SF",1,2,"BA","BA2",1,42
"16","SF",1,3,"BA","BA2",1,81
"17","SF",1,4,"BA","BA2",1,17
"18","SF",1,5,"BA","BA2",1,41
"19","SF",1,1,"BA","BA3",1,42
"20","SF",1,2,"BA","BA3",1,65
"21","SF",1,3,"BA","BA3",1,54
"22","SF",1,4,"BA","BA3",1,69
"23","SF",1,5,"BA","BA3",1,48
"24","SF",1,1,"BA","BA5",1,37
"25","SF",1,2,"BA","BA5",1,31
"26","SF",1,3,"BA","BA5",1,27
"27","SF",1,4,"BA","BA5",1,71
"28","SF",1,5,"BA","BA5",1,73
"29","SF",1,1,"BC","BC3",1,61
"30","SF",1,2,"BC","BC3",1,63
"31","SF",1,3,"BC","BC3",2,89
"32","SF",1,4,"BC","BC3",1,67
"33","SF",1,5,"BC","BC3",1,75
"34","SF",1,1,"BC","BC6",2,69
"35","SF",1,2,"BC","BC6",1,118
"36","SF",1,3,"BC","BC6",1,59
"37","SF",1,4,"BC","BC6",1,90
"38","SF",1,5,"BC","BC6",1,64
"39","SF",1,1,"BC","BC8",1,49
"40","SF",1,3,"BC","BC8",1,57
"41","SF",1,4,"BC","BC8",1,60
"42","SF",1,5,"BC","BC8",1,56
"43","SF",1,1,"BK","BK2",1,96
"44","SF",1,2,"BK","BK2",1,60
"45","SF",1,3,"BK","BK2",1,65
"46","SF",1,4,"BK","BK2",1,66
"47","SF",1,5,"BK","BK2",1,46
"48","SF",1,1,"BK","BK3",1,56
"49","SF",1,2,"BK","BK3",1,85
"50","SF",1,3,"BK","BK3",1,62
"51","SF",1,4,"BK","BK3",1,66
"52","SF",1,5,"BK","BK3",1,66
"53","SF",1,1,"BK","BK5",1,49
"54","SF",1,2,"BK","BK5",1,31
"55","SF",1,3,"BK","BK5",1,60
"56","SF",1,4,"BK","BK5",1,33
"57","SF",1,5,"BK","BK5",1,69
"58","SF",1,1,"BL","BL1",1,93
"59","SF",1,2,"BL","BL1",1,65
"60","SF",1,3,"BL","BL1",1,60
"61","SF",1,4,"BL","BL1",1,45
"62","SF",1,5,"BL","BL1",1,105
"63","SF",1,1,"BL","BL2",2,42
"64","SF",1,2,"BL","BL2",1,71
"65","SF",1,1,"BL","BL3",1,49
"66","SF",1,2,"BL","BL3",1,56
"67","SF",1,3,"BL","BL3",1,51
"68","SF",1,4,"BL","BL3",1,62
"69","SF",1,5,"BL","BL3",1,85
"70","SF",1,1,"BR","BR3",1,24
"71","SF",1,2,"BR","BR3",2,63
"72","SF",1,3,"BR","BR3",1,53
"73","SF",1,4,"BR","BR3",1,58
"74","SF",1,5,"BR","BR3",1,55
"75","SF",1,1,"BR","BR7",1,70
"76","SF",1,2,"BR","BR7",1,68
"77","SF",1,3,"BR","BR7",1,39
"78","SF",1,4,"BR","BR7",1,80
"79","SF",1,5,"BR","BR7",1,52
"80","SF",1,1,"CA","CA3",1,73
"81","SF",1,2,"CA","CA3",1,79
"82","SF",1,3,"CA","CA3",1,75
"83","SF",1,4,"CA","CA3",1,90
"84","SF",1,5,"CA","CA3",1,71
"85","SF",1,1,"CA","CA4",1,47
"86","SF",1,2,"CA","CA4",1,89
"87","SF",1,3,"CA","CA4",1,55
"88","SF",1,4,"CA","CA4",2,51
"89","SF",1,5,"CA","CA4",1,46
"90","SF",1,1,"CB","CB1",1,100
"91","SF",1,2,"CB","CB1",1,43
"92","SF",1,3,"CB","CB1",1,94
"93","SF",1,4,"CB","CB1",1,69
"94","SF",1,5,"CB","CB1",1,74
"95","SF",1,1,"CC","CC2",1,74
"96","SF",1,2,"CC","CC2",1,70
"97","SF",1,3,"CC","CC2",1,50
"98","SF",1,4,"CC","CC2",1,67
"99","SF",1,5,"CC","CC2",1,56
"100","SF",1,1,"CC","CC4",1,75
"101","SF",1,2,"CC","CC4",1,62
"102","SF",1,3,"CC","CC4",1,94
"103","SF",1,4,"CC","CC4",1,87
"104","SF",1,5,"CC","CC4",1,51
"105","SF",1,1,"CC","CC7",1,56
"106","SF",1,2,"CC","CC7",1,93
"107","SF",1,3,"CC","CC7",1,56
"108","SF",1,4,"CC","CC7",2,83
"109","SF",1,5,"CC","CC7",1,94
"110","SF",1,1,"CL","CL1",1,67
"111","SF",1,2,"CL","CL1",1,55
"112","SF",1,3,"CL","CL1",1,67
"113","SF",1,4,"CL","CL1",1,59
"114","SF",1,5,"CL","CL1",1,96
"115","SF",1,1,"CP","CP24",1,28
"116","SF",1,2,"CP","CP24",1,36
"117","SF",1,3,"CP","CP24",1,71
"118","SF",1,4,"CP","CP24",1,77
"119","SF",1,5,"CP","CP24",1,75
"120","SF",1,1,"CP","CP26",1,28
"121","SF",1,2,"CP","CP26",1,69
"122","SF",1,3,"CP","CP26",1,50
"123","SF",1,4,"CP","CP26",1,76
"124","SF",1,5,"CP","CP26",1,71
"125","SF",1,3,"CP","CP9",1,52
"126","SF",1,5,"CP","CP9",1,22
"127","SF",1,1,"CR","CR2",1,83
"128","SF",1,2,"CR","CR2",1,81
"129","SF",1,3,"CR","CR2",1,62
"130","SF",1,4,"CR","CR2",1,63
"131","SF",1,5,"CR","CR2",1,74
"132","SF",1,1,"CR","CR3",2,33
"133","SF",1,2,"CR","CR3",1,97
"134","SF",1,4,"CR","CR3",1,58
"135","SF",1,5,"CR","CR3",1,41
"136","SF",1,1,"CR","CR4",1,74
"137","SF",1,3,"CR","CR4",1,45
"138","SF",1,4,"CR","CR4",1,53
"139","SF",1,5,"CR","CR4",2,62
"140","SF",1,1,"CY","CY6",2,59
"141","SF",1,2,"CY","CY6",1,85
"142","SF",1,3,"CY","CY6",1,65
"143","SF",1,4,"CY","CY6",1,39
"144","SF",1,5,"CY","CY6",1,65
"145","SF",1,1,"DE","DE2",1,55
"146","SF",1,2,"DE","DE2",1,62
"147","SF",1,3,"DE","DE2",1,63
"148","SF",1,4,"DE","DE2",1,75
"149","SF",1,5,"DE","DE2",1,65
"150","SF",1,1,"DE","DE4",1,73
"151","SF",1,2,"DE","DE4",1,58
"152","SF",1,3,"DE","DE4",1,45
"153","SF",1,4,"DE","DE4",1,71
"154","SF",1,5,"DE","DE4",2,80
"155","SF",1,1,"DE","DE5",1,56
"156","SF",1,2,"DE","DE5",1,68
"157","SF",1,3,"DE","DE5",1,81
"158","SF",1,4,"DE","DE5",1,64
"159","SF",1,5,"DE","DE5",1,56
"160","SF",1,1,"DE","DE6",1,58
"161","SF",1,2,"DE","DE6",1,58
"162","SF",1,3,"DE","DE6",1,52
"163","SF",1,4,"DE","DE6",1,76
"164","SF",1,5,"DE","DE6",1,60
"165","SF",1,1,"FB","FB3",1,79
"166","SF",1,2,"FB","FB3",1,82
"167","SF",1,3,"FB","FB3",1,48
"168","SF",1,4,"FB","FB3",1,41
"169","SF",1,5,"FB","FB3",2,47
"170","SF",1,1,"FB","FB9",1,50
"171","SF",1,3,"FB","FB9",1,59
"172","SF",1,4,"FB","FB9",1,79
"173","SF",1,5,"FB","FB9",1,73
"174","SF",1,1,"FW","FW10",2,64
"175","SF",1,2,"FW","FW10",1,70
"176","SF",1,3,"FW","FW10",1,113
"177","SF",1,4,"FW","FW10",1,60
"178","SF",1,5,"FW","FW10",1,66
"179","SF",1,1,"FW","FW3",1,30
"180","SF",1,2,"FW","FW3",1,48
"181","SF",1,3,"FW","FW3",1,72
"182","SF",1,4,"FW","FW3",1,81
"183","SF",1,5,"FW","FW3",1,19
"184","SF",1,1,"GA","GA1",1,71
"185","SF",1,2,"GA","GA1",1,100
"186","SF",1,3,"GA","GA1",1,97
"187","SF",1,4,"GA","GA1",1,49
"188","SF",1,5,"GA","GA1",1,55
"189","SF",1,1,"GA","GA2",1,30
"190","SF",1,2,"GA","GA2",1,28
"191","SF",1,3,"GA","GA2",1,79
"192","SF",1,4,"GA","GA2",1,56
