,Site,Block,Tree,Source,Name,cond,ht
1,PH,1,3,AK,AK9,2,138
2,PH,1,4,AK,AK9,4,178
3,PH,1,5,AK,AK9,4,135
4,PH,1,1,BA,BA2,2,48
5,PH,1,4,BA,BA2,4,124
6,PH,1,5,BA,BA2,4,8
7,PH,1,4,BA,BA3,2,134
8,PH,1,5,BA,BA3,1,97
9,PH,1,2,BA,BA5,4,76
10,PH,1,3,BA,BA5,1,221
11,PH,1,1,BC,BC3,4,211
12,PH,1,3,BC,BC3,2,175
13,PH,1,4,BC,BC3,1,44
14,PH,1,5,BC,BC3,1,93
15,PH,1,4,BC,BC6,1,1
16,PH,1,5,BC,BC6,2,95
17,PH,1,5,BK,BK2,2,175
18,PH,1,5,BK,BK3,4,76
19,PH,1,2,BK,BK5,1,5
20,PH,1,3,BK,BK5,2,50
21,PH,1,4,BK,BK5,4,102
22,PH,1,5,BK,BK5,1,11
23,PH,1,1,BL,BL1,4,1
24,PH,1,5,BL,BL1,2,5
25,PH,1,2,BL,BL2,2,111
26,PH,1,5,BL,BL2,1,170
27,PH,1,2,BR,BR3,4,95
28,PH,1,1,BR,BR7,2,21
29,PH,1,4,BR,BR7,2,67
30,PH,1,5,BR,BR7,4,91
31,PH,1,3,CA,CA3,2,115
32,PH,1,4,CA,CA3,4,20
33,PH,1,5,CA,CA3,1,1
34,PH,1,1,CA,CA4,1,42
35,PH,1,2,CA,CA4,1,79
36,PH,1,4,CA,CA4,2,6
37,PH,1,5,CA,CA4,1,196
38,PH,1,3,CC,CC2,4,46
39,PH,1,4,CC,CC2,2,82
40,PH,1,5,CC,CC2,2,163
41,PH,1,5,CC,CC7,2,197
42,PH,1,3,CP,CP9,2,1
43,PH,1,5,CR,CR2,2,57
44,PH,1,4,CR,CR3,2,192
45,PH,1,5,CR,CR4,1,1
46,PH,1,3,CY,CY6,2,90
47,PH,1,4,DE,DE2,1,58
48,PH,1,3,DE,DE4,2,30
49,PH,1,4,DE,DE4,1,1
50,PH,1,5,DE,DE4,2,177
51,PH,1,5,DE,DE5,1,115
52,PH,1,4,DE,DE6,2,181
53,PH,1,5,DE,DE6,4,135
54,PH,1,2,FB,FB3,2,153
55,PH,1,4,FB,FB3,1,45
56,PH,1,5,FB,FB3,4,120
57,PH,1,4,FB,FB9,4,49
58,PH,1,3,FW,FW3,4,89
59,PH,1,1,GA,GA1,4,99
60,PH,1,2,GA,GA1,4,1
61,PH,1,3,GA,GA1,4,4
62,PH,1,4,GA,GA1,1,142
63,PH,1,2,GA,GA3,1,101
64,PH,1,4,GA,GA3,2,1
