"","Site","Block","Tree","Source","Name","cond","ht"
"1","PH",1,3,"AK","AK9",1,123
"2","PH",1,4,"AK","AK9",2,119
"3","PH",1,5,"AK","AK9",2,65
"4","PH",1,1,"BA","BA2",2,77
"5","PH",1,4,"BA","BA2",1,173
"6","PH",1,5,"BA","BA2",1,120
"7","PH",1,4,"BA","BA3",2,53
"8","PH",1,5,"BA","BA3",4,109
"9","PH",1,2,"BA","BA5",4,138
"10","PH",1,3,"BA","BA5",2,127
"11","PH",1,1,"BC","BC3",4,124
"12","PH",1,2,"BC","BC3",4,100
"13","PH",1,3,"BC","BC3",4,123
"14","PH",1,4,"BC","BC3",1,142
"15","PH",1,5,"BC","BC3",2,120
"16","PH",1,4,"BC","BC6",1,115
"17","PH",1,5,"BC","BC6",4,125
"18","PH",1,1,"BK","BK2",2,76
"19","PH",1,5,"BK","BK2",1,67
"20","PH",1,3,"BK","BK3",2,93
"21","PH",1,5,"BK","BK3",4,117
"22","PH",1,2,"BK","BK5",4,105
"23","PH",1,3,"BK","BK5",4,134
"24","PH",1,4,"BK","BK5",2,112
"25","PH",1,5,"BK","BK5",1,127
"26","PH",1,1,"BL","BL1",2,100
"27","PH",1,5,"BL","BL1",4,63
"28","PH",1,2,"BL","BL2",2,63
"29","PH",1,5,"BL","BL2",1,111
"30","PH",1,3,"BL","BL3",4,110
"31","PH",1,4,"BL","BL3",1,97
"32","PH",1,2,"BR","BR3",1,137
"33","PH",1,1,"BR","BR7",4,87
"34","PH",1,3,"BR","BR7",2,55
"35","PH",1,4,"BR","BR7",2,124
"36","PH",1,5,"BR","BR7",2,127
"37","PH",1,3,"CA","CA3",4,107
"38","PH",1,4,"CA","CA3",4,81
"39","PH",1,5,"CA","CA3",1,118
"40","PH",1,1,"CA","CA4",4,99
"41","PH",1,2,"CA","CA4",4,161
"42","PH",1,4,"CA","CA4",1,65
"43","PH",1,5,"CA","CA4",4,127
"44","PH",1,3,"CB","CB1",4,143
"45","PH",1,3,"CC","CC2",2,141
"46","PH",1,4,"CC","CC2",1,127
"47","PH",1,5,"CC","CC2",1,118
"48","PH",1,3,"CC","CC7",4,77
"49","PH",1,4,"CC","CC7",4,132
"50","PH",1,5,"CC","CC7",4,112
"51","PH",1,3,"CP","CP9",1,108
"52","PH",1,1,"CR","CR2",2,144
"53","PH",1,2,"CR","CR2",4,176
"54","PH",1,4,"CR","CR2",4,105
"55","PH",1,5,"CR","CR2",1,136
"56","PH",1,4,"CR","CR3",3,71
"57","PH",1,5,"CR","CR4",1,128
"58","PH",1,2,"CY","CY6",1,68
"59","PH",1,3,"CY","CY6",1,151
"60","PH",1,4,"DE","DE2",1,122
"61","PH",1,3,"DE","DE4",4,143
"62","PH",1,4,"DE","DE4",2,101
"63","PH",1,5,"DE","DE4",4,115
"64","PH",1,5,"DE","DE5",4,90
"65","PH",1,2,"DE","DE6",1,99
"66","PH",1,4,"DE","DE6",4,221
"67","PH",1,5,"DE","DE6",1,79
"68","PH",1,2,"FB","FB3",1,93
"69","PH",1,4,"FB","FB3",4,52
"70","PH",1,5,"FB","FB3",4,100
"71","PH",1,4,"FB","FB9",4,174
"72","PH",1,3,"FW","FW3",1,102
"73","PH",1,1,"GA","GA1",4,158
"74","PH",1,2,"GA","GA1",2,147
"75","PH",1,3,"GA","GA1",4,203
"76","PH",1,4,"GA","GA1",2,123
"77","PH",1,2,"GA","GA3",4,107
"78","PH",1,4,"GA","GA3",4,169
"79","PH",1,5,"GA","GA3",2,147
"80","PH",1,3,"GP","GP1",2,147
"81","PH",1,1,"GP","GP2",2,74
"82","PH",1,2,"GP","GP2",4,119
"83","PH",1,5,"GP","GP2",4,123
"84","PH",1,4,"HC","HC1",4,138
"85","PH",1,5,"HC","HC1",4,116
"86","PH",1,5,"HC","HC2",4,74
"87","PH",1,5,"HP","HP1",1,156
"88","PH",1,3,"KL","KL10",1,171
"89","PH",1,4,"KL","KL10",2,99
"90","PH",1,5,"KL","KL11",2,127
"91","PH",1,3,"KL","KL12",4,95
"92","PH",1,5,"KL","KL13",1,116
"93","PH",1,4,"KL","KL14",2,133
"94","PH",1,5,"KL","KL14",4,32
"95","PH",1,1,"KL","KL6",2,111
"96","PH",1,4,"KL","KL6",2,61
"97","PH",1,5,"KL","KL6",1,138
"98","PH",1,4,"KL","KL7",4,154
"99","PH",1,5,"KL","KL7",1,103
"100","PH",1,2,"KM","KM1",1,86
"101","PH",1,4,"KM","KM1",4,121
"102","PH",1,4,"KM","KM10",4,169
"103","PH",1,1,"LA","LA10",2,89
"104","PH",1,2,"LA","LA10",2,83
"105","PH",1,4,"LA","LA10",2,176
"106","PH",1,5,"LA","LA10",2,132
"107","PH",1,3,"LA","LA13",4,145
"108","PH",1,4,"LA","LA13",1,127
"109","PH",1,2,"LA","LA5",4,24
"110","PH",1,3,"LA","LA5",1,112
"111","PH",1,3,"LA","LA8",4,89
"112","PH",1,4,"LA","LA8",4,70
"113","PH",1,5,"LA","LA8",2,102
"114","PH",1,4,"LC","LC1",2,61
"115","PH",1,4,"LC","LC2",1,165
"116","PH",1,5,"OH","OH1",1,88
"117","PH",1,4,"OK","OK1",1,123
"118","PH",1,2,"OL","OL1",2,32
"119","PH",1,4,"OL","OL1",1,135
"120","PH",1,5,"OL","OL1",4,124
"121","PH",1,1,"OR","OR1",4,158
"122","PH",1,5,"OR","OR1",4,93
"123","PH",1,2,"PA","PA1",1,148
"124","PH",1,3,"PA","PA1",1,39
"125","PH",1,5,"PA","PA1",2,197
"126","PH",1,5,"PA","PA3",2,49
"127","PH",1,5,"PA","PA4",1,154
"128","PH",1,3,"PF","PF1",2,82
"129","PH",1,4,"PF","PF1",1,151
"130","PH",1,5,"PF","PF1",1,115
"131","PH",1,4,"PF","PF2",2,90
"132","PH",1,5,"PF","PF2",4,40
"133","PH",1,5,"PF","PF4",2,147
"134","PH",1,2,"PL","PL1",1,128
"135","PH",1,5,"PL","PL1",2,65
"136","PH",1,2,"PL","PL11",2,124
"137","PH",1,3,"PL","PL11",1,25
"138","PH",1,5,"PL","PL11",2,78
"139","PH",1,2,"PL","PL4",4,105
"140","PH",1,4,"PL","PL4",2,120
"141","PH",1,1,"PL","PL7",4,145
"142","PH",1,3,"RA","RA2",4,125
"143","PH",1,3,"RA","RA8",1,141
"144","PH",1,5,"RA","RA8",4,137
"145","PH",1,1,"RV","RV4",1,112
"146","PH",1,3,"RV","RV4",2,70
"147","PH",1,4,"RV","RV4",1,215
"148","PH",1,5,"RV","RV4",2,102
"149","PH",1,2,"RV","RV8",1,123
"150","PH",1,4,"RV","RV8",2,87
"151","PH",1,5,"RV","RV8",1,80
"152","PH",1,2,"SA","SA5",2,134
"153","PH",1,5,"SA","SA5",1,43
"154","PH",1,1,"SA","SA7",4,166
"155","PH",1,3,"SA","SA7",1,72
"156","PH",1,4,"SA","SA7",1,160
"157","PH",1,5,"SA","SA7",4,83
"158","PH",1,4,"SC","SC4",1,144
"159","PH",1,1,"SN","SN1",2,124
"160","PH",1,2,"SN","SN1",4,92
"161","PH",1,3,"SN","SN1",1,116
"162","PH",1,4,"SN","SN1",2,142
"163","PH",1,5,"SN","SN1",1,97
"164","PH",1,1,"SN","SN2",4,119
"165","PH",1,3,"SN","SN2",4,102
"166","PH",1,4,"SN","SN2",2,125
"167","PH",1,5,"SN","SN2",4,105
"168","PH",1,1,"SN","SN3",1,123
"169","PH",1,4,"SN","SN3",4,154
"170","PH",1,4,"SN","SN4",2,109
"171","PH",1,5,"SN","SN4",1,126
"172","PH",1,2,"SR","SR2",1,111
"173","PH",1,3,"SR","SR2",4,115
