"","Site","Block","Tree","Source","Name","cond","ht"
"1","SF",1,1,"AK","AK3",1,112
"2","SF",1,3,"AK","AK3",1,116
"3","SF",1,4,"AK","AK3",1,142
"4","SF",1,1,"AK","AK6",1,8
"5","SF",1,2,"AK","AK6",2,132
"6","SF",1,3,"AK","AK6",1,135
"7","SF",1,5,"AK","AK6",1,89
"8","SF",1,1,"AK","AK9",1,177
"9","SF",1,2,"AK","AK9",1,41
"10","SF",1,3,"AK","AK9",1,71
"11","SF",1,4,"AK","AK9",1,81
"12","SF",1,5,"AK","AK9",2,95
"13","SF",1,1,"BA","BA2",1,65
"14","SF",1,2,"BA","BA2",1,4
"15","SF",1,3,"BA","BA2",1,92
"16","SF",1,4,"BA","BA2",1,130
"17","SF",1,5,"BA","BA2",1,153
"18","SF",1,1,"BA","BA3",1,81
"19","SF",1,2,"BA","BA3",1,123
"20","SF",1,3,"BA","BA3",1,126
"21","SF",1,4,"BA","BA3",2,152
"22","SF",1,5,"BA","BA3",2,62
"23","SF",1,1,"BA","BA5",2,87
"24","SF",1,2,"BA","BA5",1,68
"25","SF",1,3,"BA","BA5",1,49
"26","SF",1,5,"BA","BA5",1,113
"27","SF",1,1,"BC","BC3",1,79
"28","SF",1,2,"BC","BC3",1,94
"29","SF",1,3,"BC","BC3",1,45
"30","SF",1,4,"BC","BC3",1,136
"31","SF",1,5,"BC","BC3",2,56
"32","SF",1,1,"BC","BC6",1,135
"33","SF",1,2,"BC","BC6",1,97
"34","SF",1,3,"BC","BC6",1,132
"35","SF",1,4,"BC","BC6",1,95
"36","SF",1,5,"BC","BC6",1,126
"37","SF",1,1,"BC","BC8",1,84
"38","SF",1,3,"BC","BC8",1,161
"39","SF",1,4,"BC","BC8",1,158
"40","SF",1,5,"BC","BC8",2,101
"41","SF",1,1,"BK","BK2",1,94
"42","SF",1,2,"BK","BK2",1,63
"43","SF",1,3,"BK","BK2",1,154
"44","SF",1,4,"BK","BK2",1,184
"45","SF",1,5,"BK","BK2",1,108
"46","SF",1,1,"BK","BK3",2,112
"47","SF",1,2,"BK","BK3",1,74
"48","SF",1,3,"BK","BK3",1,172
"49","SF",1,4,"BK","BK3",1,241
"50","SF",1,5,"BK","BK3",1,101
"51","SF",1,1,"BK","BK5",1,100
