"","Site","Group","Mort","NumLoc","NumDist","AIC"
"1",77,"Local",0,25,15,NA
"2",77,"Local",0,0,0,0
"3",77,"Local",0,0,0,0
"4",77,"Local",0,0,0,0
"5",77,"Local",0,0,0,0
"6",77,"Local",0,0,0,0
"7",77,"Local",0,0,0,0
"8",77,"Local",0,0,0,0
"9",77,"Local",0,0,0,0
"10",77,"Local",0,0,0,0
"11",77,"Local",0,0,0,0
"12",77,"Local",0,0,0,0
"13",77,"Local",0,0,0,0
"14",77,"Local",0,0,0,0
"15",77,"Local",0,0,0,0
"16",77,"Local",0,0,0,0
"17",77,"Local",0,0,0,0
"18",77,"Local",0,0,0,0
"19",77,"Local",0,0,0,0
"20",77,"Local",0,0,0,0
"21",77,"Local",0,0,0,0
"22",77,"Local",0,0,0,0
"23",77,"Local",0,0,0,0
"24",77,"Local",0,0,0,0
"25",77,"Local",0,0,0,0
"26",77,"Local",0,0,0,0
"27",77,"Local",0,0,0,0
"28",77,"Local",0,0,0,0
"29",77,"Local",0,0,0,0
"30",77,"Local",0,0,0,0
"31",77,"Local",0,0,0,0
"32",77,"Local",0,0,0,0
"33",77,"Local",0,0,0,0
"34",77,"Local",0,0,0,0
"35",77,"Local",0,0,0,0
"36",77,"Local",0,0,0,0
"37",77,"Local",0,0,0,0
"38",77,"Local",0,0,0,0
"39",77,"Local",0,0,0,0
"40",77,"Local",0,0,0,0
"41",77,"Local",0,0,0,0
"42",77,"Local",0,0,0,0
"43",77,"Local",0,0,0,0
"44",77,"Local",0,0,0,0
"45",77,"Local",0,0,0,0
"46",77,"Local",0,0,0,0
"47",77,"Local",0,0,0,0
"48",77,"Local",0,0,0,0
"49",77,"Local",0,0,0,0
"50",77,"Local",0,0,0,0
"51",77,"Local",0,0,0,0
"52",77,"Local",0,0,0,0
"53",77,"Local",0,0,0,0
"54",77,"Local",0,0,0,0
"55",77,"Local",0,0,0,0
"56",77,"Local",0,0,0,0
"57",77,"Local",0,0,0,0
"58",77,"Local",0,0,0,0
"59",77,"Local",0,0,0,0
"60",77,"Local",0,0,0,0
"61",77,"Local",0,0,0,0
"62",77,"Local",0,0,0,0
"63",77,"Local",0,0,0,0
"64",77,"Local",0,0,0,0
"65",77,"Local",0,0,0,0
"66",77,"Local",0,0,0,0
"67",77,"Local",0,0,0,0
"68",77,"Local",0,0,0,0
"69",77,"Local",0,0,0,0
"70",77,"Local",0,0,0,0
"71",77,"Local",0,0,0,0
"72",77,"Local",0,0,0,0
"73",77,"Local",0,0,0,0
"74",77,"Local",0,0,0,0
"75",77,"Local",0,0,0,0
"76",77,"Local",0,0,0,0
"77",77,"Local",0,0,0,0
"78",77,"Local",0,0,0,0
"79",77,"Local",0,0,0,0
"80",77,"Local",0,0,0,0
"81",77,"Local",0,0,0,0
"82",77,"Local",0,0,0,0
"83",77,"Local",0,0,0,0
"84",77,"Local",0,0,0,0
"85",77,"Local",0,0,0,0
"86",77,"Local",0,0,0,0
"87",77,"Local",0,0,0,0
"88",77,"Local",0,0,0,0
"89",77,"Local",0,0,0,0
"90",77,"Local",0,0,0,0
"91",77,"Local",0,0,0,0
"92",77,"Local",0,0,0,0
"93",77,"Local",0,0,0,0
"94",77,"Local",0,0,0,0
"95",77,"Local",0,0,0,0
"96",77,"Local",0,0,0,0
"97",77,"Dist",0,0,0,0
"98",77,"Dist",0,0,0,0
"99",77,"Dist",0,0,0,0
"100",77,"Dist",0,0,0,0
"101",77,"Dist",0,0,0,0
"102",77,"Dist",0,0,0,0
"103",77,"Dist",0,0,0,0
"104",77,"Dist",0,0,0,0
"105",77,"Dist",0,0,0,0
"106",77,"Dist",0,0,0,0
"107",77,"Dist",0,0,0,0
"108",77,"Dist",0,0,0,0
"109",77,"Dist",0,0,0,0
"110",77,"Dist",0,0,0,0
"111",77,"Dist",0,0,0,0
"112",77,"Dist",0,0,0,0
"113",77,"Dist",0,0,0,0
"114",77,"Dist",0,0,0,0
"115",77,"Dist",0,0,0,0
"116",77,"Dist",0,0,0,0
"117",77,"Dist",0,0,0,0
"118",77,"Dist",0,0,0,0
"119",77,"Dist",0,0,0,0
"120",77,"Dist",0,0,0,0
"121",77,"Dist",0,0,0,0
"122",77,"Dist",0,0,0,0
"123",77,"Dist",0,0,0,0
"124",77,"Dist",0,0,0,0
"125",77,"Dist",0,0,0,0
"126",77,"Dist",0,0,0,0
"127",77,"Dist",0,0,0,0
"128",77,"Dist",0,0,0,0
"129",77,"Dist",0,0,0,0
"130",77,"Dist",0,0,0,0
"131",77,"Dist",0,0,0,0
"132",77,"Dist",0,0,0,0
"133",77,"Dist",0,0,0,0
"134",77,"Dist",0,0,0,0
"135",77,"Dist",0,0,0,0
"136",77,"Dist",0,0,0,0
"137",77,"Dist",0,0,0,0
"138",77,"Dist",0,0,0,0
"139",77,"Dist",0,0,0,0
"140",77,"Dist",0,0,0,0
"141",77,"Dist",0,0,0,0
"142",77,"Dist",0,0,0,0
"143",77,"Dist",0,0,0,0
"144",77,"Dist",0,0,0,0
"145",77,"Dist",0,0,0,0
"146",77,"Dist",0,0,0,0
"147",77,"Dist",0,0,0,0
"148",77,"Dist",0,0,0,0
"149",77,"Dist",0,0,0,0
"150",77,"Dist",0,0,0,0
"151",77,"Dist",0,0,0,0
"152",77,"Dist",0,0,0,0
"153",77,"Dist",0,0,0,0
"154",77,"Dist",0,0,0,0
"155",77,"Dist",0,0,0,0
"156",77,"Dist",0,0,0,0
