"","Site","Ecoregion","Source","Family","Block","Tree","Condition","Height","Distance","ElevDist","eFFP","MSP","Slope","Aspect","Hardiness","DD.5.sp","Year"
"49","SO","KLMT","BK","BK5","1","2","1","27","84.1735445201019","200.8684462","2726","283","50.384262369","7.4","43","1678","12"
"50","SO","KLMT","BK","BK5","1","3","1","34","84.1735445201019","200.8684462","2726","283","50.384262369","7.4","43","1678","12"
"51","SO","KLMT","BK","BK5","1","4","1","18","84.1735445201019","200.8684462","2726","283","50.384262369","7.4","43","1678","12"
"52","SO","KLMT","BK","BK5","1","5","4","37","84.1735445201019","200.8684462","2726","283","50.384262369","7.4","43","1678","12"
"53","SO","CSCO","BL","BL1","1","1","1","44","377.140814637393","103","767","-34","437.784262369","22.5","41","1360","12"
"54","SO","CSCO","BL","BL1","1","2","1","24","377.140814637393","103","767","-34","437.784262369","22.5","41","1360","12"
"55","SO","CSCO","BL","BL1","1","3","1","47","377.140814637393","103","767","-34","437.784262369","22.5","41","1360","12"
"56","SO","CSCO","BL","BL1","1","4","1","20","377.140814637393","103","767","-34","437.784262369","22.5","41","1360","12"
"57","SO","CSCO","BL","BL1","1","5","1","40","377.140814637393","103","767","-34","437.784262369","22.5","41","1360","12"
"58","SO","CSCO","BL","BL2","1","1","4","28","375.580220579105","117.0671602","785","-33","431.484262369","22.2","42","1360","12"
"59","SO","CSCO","BL","BL2","1","2","4","29","375.580220579105","117.0671602","785","-33","431.484262369","22.2","42","1360","12"
"60","SO","CSCO","BL","BL2","1","3","4","33","375.580220579105","117.0671602","785","-33","431.484262369","22.2","42","1360","12"
"61","SO","CSCO","BL","BL2","1","4","4","36","375.580220579105","117.0671602","785","-33","431.484262369","22.2","42","1360","12"
"62","SO","CSCO","BL","BL2","1","5","1","24","375.580220579105","117.0671602","785","-33","431.484262369","22.2","42","1360","12"
"63","SO","CSCO","BL","BL3","1","1","4","26","375.540070138778","121.8810332","787","-33","431.084262369","22.1","42","1360","12"
"64","SO","CSCO","BL","BL3","1","2","2","33","375.540070138778","121.8810332","787","-33","431.084262369","22.1","42","1360","12"
"65","SO","CSCO","BL","BL3","1","3","1","42","375.540070138778","121.8810332","787","-33","431.084262369","22.1","42","1360","12"
"66","SO","CSCO","BL","BL3","1","5","1","38","375.540070138778","121.8810332","787","-33","431.084262369","22.1","42","1360","12"
"67","SO","PULO","BR","BR3","1","1","4","34","560.444882105842","-269.85674046","1011","101","98.384262369","16.2","69","2014","12"
"68","SO","PULO","BR","BR3","1","2","4","16","560.444882105842","-269.85674046","1011","101","98.384262369","16.2","69","2014","12"
"69","SO","PULO","BR","BR3","1","3","1","37","560.444882105842","-269.85674046","1011","101","98.384262369","16.2","69","2014","12"
"70","SO","PULO","BR","BR3","1","4","1","22","560.444882105842","-269.85674046","1011","101","98.384262369","16.2","69","2014","12"
"71","SO","PULO","BR","BR3","1","5","2","31","560.444882105842","-269.85674046","1011","101","98.384262369","16.2","69","2014","12"
"72","SO","PULO","BR","BR7","1","1","4","23","560.434259159091","-278.6519551","1013","101","98.384262369","16.2","68","2010","12"
"73","SO","PULO","BR","BR7","1","2","1","31","560.434259159091","-278.6519551","1013","101","98.384262369","16.2","68","2010","12"
