Site,Ecoregion,Source,Family,Block,Tree,Condition,Height,Distance,ElevDist,eFFP,MSP,Slope,Aspect,Hardiness,DD.5.sp,Year
PH,WIVA,AK,AK3,1,1,1,25,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,1,4,1,44,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,1,5,1,48,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,2,1,1,36,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,2,2,4,36,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,2,3,1,67,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,2,4,1,52,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,2,5,1,58,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,3,1,1,64,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,3,2,1,45,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,3,4,4,16,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,3,5,1,23,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,4,1,1,36,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,4,2,1,35,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,4,3,1,40,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,4,4,1,51,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,4,5,1,38,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,NA,NA,1,59,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,NA,NA,1,56,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK3,NA,NA,1,46,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK6,1,1,1,51,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK6,1,3,1,51,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
PH,WIVA,AK,AK6,1,5,1,60,269.1047817,33.77815497,761,-19,113.8904227,20,66,2000,12
