Site,Ecoregion,Source,Family,Block,Tree,Condition,Height,Distance,ElevDist,eFFP,MSP,Slope,Aspect,Hardiness,DD.5.sp,Year
SF,WIVA,AK,AK3,1,1,1,30,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK3,1,2,1,29,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK3,1,3,1,23,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK3,1,4,1,32,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK6,1,1,1,36,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK6,1,2,1,19,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK6,1,3,1,43,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK6,1,5,1,38,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK9,1,1,1,25,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK9,1,2,1,36,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK9,1,3,1,56,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK9,1,4,1,43,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,WIVA,AK,AK9,1,5,1,34,50.03471782,-301.4442153,761,-23,113.8041925,20,66,2081,12
SF,CORA,BA,BA2,1,1,1,46,177.1425829,-319.7748196,1378,20,71.90419248,12.6,35,2050,12
SF,CORA,BA,BA2,1,2,1,59,177.1425829,-319.7748196,1378,20,71.90419248,12.6,35,2050,12
SF,CORA,BA,BA2,1,3,1,35,177.1425829,-319.7748196,1378,20,71.90419248,12.6,35,2050,12
SF,CORA,BA,BA2,1,4,1,38,177.1425829,-319.7748196,1378,20,71.90419248,12.6,35,2050,12
SF,CORA,BA,BA2,1,5,1,35,177.1425829,-319.7748196,1378,20,71.90419248,12.6,35,2050,12
SF,CORA,BA,BA3,1,1,1,33,177.4042006,-315.8373823,1395,22,71.80419248,12.5,35,2035,12
SF,CORA,BA,BA3,1,2,1,36,177.4042006,-315.8373823,1395,22,71.80419248,12.5,35,2035,12
SF,CORA,BA,BA3,1,3,1,50,177.4042006,-315.8373823,1395,22,71.80419248,12.5,35,2035,12
SF,CORA,BA,BA3,1,4,1,48,177.4042006,-315.8373823,1395,22,71.80419248,12.5,35,2035,12
SF,CORA,BA,BA3,1,5,1,50,177.4042006,-315.8373823,1395,22,71.80419248,12.5,35,2035,12
SF,CORA,BA,BA5,1,1,1,23,176.1537024,-323.4582977,1351,17,72.90419248,12.8,35,2059,12
