Site,Ecoregion,Source,Family,Block,Tree,Condition,Height,Distance,ElevDist,eFFP,MSP,Slope,Aspect,Hardiness,DD.5.sp,Year
PV,WIVA,AK,AK3,1,1,1,169,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK3,1,2,2,137,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK3,1,3,2,225,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK3,1,4,1,90,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK3,1,5,2,276,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK6,1,1,3,155,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK6,1,2,3,144,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK6,1,3,3,69,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK6,1,4,3,154,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK6,1,5,2,205,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK9,1,1,4,112,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK9,1,3,3,74,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK9,1,4,3,198,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,WIVA,AK,AK9,1,5,1,145,270.0914625,56.01857761,760,-12,113.9326928,20,66,1983,14
PV,CORA,BA,BA2,1,1,1,134,492.3063316,37.68797326,1377,31,72.03269276,12.6,35,1952,14
PV,CORA,BA,BA2,1,2,1,88,492.3063316,37.68797326,1377,31,72.03269276,12.6,35,1952,14
PV,CORA,BA,BA2,1,3,1,141,492.3063316,37.68797326,1377,31,72.03269276,12.6,35,1952,14
PV,CORA,BA,BA2,1,4,1,234,492.3063316,37.68797326,1377,31,72.03269276,12.6,35,1952,14
PV,CORA,BA,BA2,1,5,1,116,492.3063316,37.68797326,1377,31,72.03269276,12.6,35,1952,14
PV,CORA,BA,BA3,1,1,1,115,492.6220683,41.6254106,1394,33,71.93269276,12.5,35,1937,14
PV,CORA,BA,BA3,1,3,1,162,492.6220683,41.6254106,1394,33,71.93269276,12.5,35,1937,14
PV,CORA,BA,BA3,1,4,1,201,492.6220683,41.6254106,1394,33,71.93269276,12.5,35,1937,14
PV,CORA,BA,BA3,1,5,1,147,492.6220683,41.6254106,1394,33,71.93269276,12.5,35,1937,14
PV,CORA,BA,BA5,1,2,1,194,491.3181072,34.00449514,1350,28,73.03269276,12.8,35,1961,14
PV,CORA,BA,BA5,1,3,3,167,491.3181072,34.00449514,1350,28,73.03269276,12.8,35,1961,14
PV,CORA,BA,BA5,1,4,1,212,491.3181072,34.00449514,1350,28,73.03269276,12.8,35,1961,14
PV,CORA,BA,BA5,1,5,3,184,491.3181072,34.00449514,1350,28,73.03269276,12.8,35,1961,14
PV,PULO,BC,BC3,1,1,3,218,254.4745973,119.4270643,791,16,88.93269276,17.7,115,2601,14
PV,PULO,BC,BC3,1,2,1,123,254.4745973,119.4270643,791,16,88.93269276,17.7,115,2601,14
PV,PULO,BC,BC3,1,3,2,156,254.4745973,119.4270643,791,16,88.93269276,17.7,115,2601,14
PV,PULO,BC,BC3,1,5,3,63,254.4745973,119.4270643,791,16,88.93269276,17.7,115,2601,14
PV,PULO,BC,BC6,1,3,1,219,254.3184588,109.2802151,797,16,88.73269276,17.6,115,2606,14
