Site,Ecoregion,Source,Family,Block,Tree,Condition,Height,Distance,ElevDist,eFFP,MSP,Slope,Aspect,Hardiness,DD.5.sp,Year
SF,PULO,BR,BR7,1,2,1,162,350.0191701,-330.2135055,993,-6,98.30419248,16.2,68,2184,14
SF,PULO,BR,BR7,1,3,1,89,350.0191701,-330.2135055,993,-6,98.30419248,16.2,68,2184,14
SF,PULO,BR,BR7,1,4,1,98,350.0191701,-330.2135055,993,-6,98.30419248,16.2,68,2184,14
SF,PULO,BR,BR7,1,5,1,60,350.0191701,-330.2135055,993,-6,98.30419248,16.2,68,2184,14
SF,CSCO,CA,CA3,1,1,2,74,653.4308615,-216.25258,713,-152,545.2041925,24.3,25,1141,14
SF,CSCO,CA,CA3,1,2,1,60,653.4308615,-216.25258,713,-152,545.2041925,24.3,25,1141,14
SF,CSCO,CA,CA3,1,3,2,60,653.4308615,-216.25258,713,-152,545.2041925,24.3,25,1141,14
SF,CSCO,CA,CA3,1,4,1,24,653.4308615,-216.25258,713,-152,545.2041925,24.3,25,1141,14
SF,CSCO,CA,CA3,1,5,1,82,653.4308615,-216.25258,713,-152,545.2041925,24.3,25,1141,14
SF,CSCO,CA,CA4,1,1,1,108,653.4311658,-213.7698006,714,-152,544.6041925,24.3,25,1141,14
SF,CSCO,CA,CA4,1,2,1,89,653.4311658,-213.7698006,714,-152,544.6041925,24.3,25,1141,14
SF,CSCO,CA,CA4,1,3,2,79,653.4311658,-213.7698006,714,-152,544.6041925,24.3,25,1141,14
SF,CSCO,CA,CA4,1,4,1,133,653.4311658,-213.7698006,714,-152,544.6041925,24.3,25,1141,14
SF,PULO,CB,CB1,1,1,1,108,471.8054534,-319.1144709,620,31,76.50419248,21.7,80,2431,14
SF,PULO,CB,CB1,1,2,1,113,471.8054534,-319.1144709,620,31,76.50419248,21.7,80,2431,14
SF,PULO,CB,CB1,1,3,1,120,471.8054534,-319.1144709,620,31,76.50419248,21.7,80,2431,14
SF,PULO,CB,CB1,1,4,1,60,471.8054534,-319.1144709,620,31,76.50419248,21.7,80,2431,14
SF,PULO,CB,CB1,1,5,1,117,471.8054534,-319.1144709,620,31,76.50419248,21.7,80,2431,14
SF,CSCO,CC,CC2,1,1,1,58,721.280903,-330.813327,424,-168,728.4041925,32.9,20,1139,14
SF,CSCO,CC,CC2,1,2,1,80,721.280903,-330.813327,424,-168,728.4041925,32.9,20,1139,14
SF,CSCO,CC,CC2,1,3,2,74,721.280903,-330.813327,424,-168,728.4041925,32.9,20,1139,14
SF,CSCO,CC,CC2,1,4,2,78,721.280903,-330.813327,424,-168,728.4041925,32.9,20,1139,14
SF,CSCO,CC,CC2,1,5,1,119,721.280903,-330.813327,424,-168,728.4041925,32.9,20,1139,14
SF,CSCO,CC,CC4,1,1,2,65,721.2397221,-339.5615504,428,-167,725.0041925,32.7,20,1139,14
SF,CSCO,CC,CC4,1,2,1,100,721.2397221,-339.5615504,428,-167,725.0041925,32.7,20,1139,14
SF,CSCO,CC,CC4,1,3,2,77,721.2397221,-339.5615504,428,-167,725.0041925,32.7,20,1139,14
SF,CSCO,CC,CC4,1,4,2,75,721.2397221,-339.5615504,428,-167,725.0041925,32.7,20,1139,14
SF,CSCO,CC,CC4,1,5,1,48,721.2397221,-339.5615504,428,-167,725.0041925,32.7,20,1139,14
SF,CSCO,CC,CC7,1,1,1,65,721.2055523,-346.033266,415,-168,738.0041925,33.3,20,1138,14
SF,CSCO,CC,CC7,1,2,2,108,721.2055523,-346.033266,415,-168,738.0041925,33.3,20,1138,14
SF,CSCO,CC,CC7,1,3,1,66,721.2055523,-346.033266,415,-168,738.0041925,33.3,20,1138,14
SF,CSCO,CC,CC7,1,4,2,62,721.2055523,-346.033266,415,-168,738.0041925,33.3,20,1138,14
SF,CSCO,CC,CC7,1,5,1,105,721.2055523,-346.033266,415,-168,738.0041925,33.3,20,1138,14
SF,PULO,CL,CL1,1,1,1,96,400.7279803,-324.5022786,575,18,82.50419248,23.3,69,2290,14
SF,PULO,CL,CL1,1,2,2,46,400.7279803,-324.5022786,575,18,82.50419248,23.3,69,2290,14
SF,PULO,CL,CL1,1,3,1,94,400.7279803,-324.5022786,575,18,82.50419248,23.3,69,2290,14
SF,PULO,CL,CL1,1,5,1,76,400.7279803,-324.5022786,575,18,82.50419248,23.3,69,2290,14
SF,KLMT,CP,CP24,1,2,1,52,235.838419,380.9526031,1163,-52,146.0041925,14.6,76,2166,14
SF,KLMT,CP,CP24,1,3,1,61,235.838419,380.9526031,1163,-52,146.0041925,14.6,76,2166,14
SF,KLMT,CP,CP24,1,4,2,37,235.838419,380.9526031,1163,-52,146.0041925,14.6,76,2166,14
