"","Site","Block","Tree","Source","Name","cond","ht","Year"
"149","PV",1,1,"DE","DE2",1,37,12
"150","PV",1,2,"DE","DE2",1,33,12
"151","PV",1,3,"DE","DE2",1,54,12
"152","PV",1,4,"DE","DE2",1,61,12
"153","PV",1,5,"DE","DE2",1,49,12
"154","PV",1,1,"DE","DE4",1,21,12
"155","PV",1,2,"DE","DE4",1,37,12
"156","PV",1,3,"DE","DE4",1,40,12
"157","PV",1,4,"DE","DE4",1,26,12
"158","PV",1,5,"DE","DE4",1,66,12
"159","PV",1,1,"DE","DE5",2,42,12
"160","PV",1,2,"DE","DE5",1,17,12
"161","PV",1,3,"DE","DE5",1,48,12
"162","PV",1,4,"DE","DE5",1,64,12
"163","PV",1,5,"DE","DE5",1,41,12
"164","PV",1,1,"DE","DE6",1,26,12
"165","PV",1,2,"DE","DE6",2,51,12
"166","PV",1,3,"DE","DE6",1,51,12
"167","PV",1,4,"DE","DE6",1,22,12
"168","PV",1,5,"DE","DE6",1,70,12
"169","PV",1,1,"FB","FB3",1,23,12
"170","PV",1,2,"FB","FB3",1,25,12
"171","PV",1,3,"FB","FB3",1,60,12
"172","PV",1,4,"FB","FB3",1,25,12
"173","PV",1,5,"FB","FB3",1,37,12
"174","PV",1,1,"FB","FB9",1,45,12
"175","PV",1,2,"FB","FB9",2,44,12
"176","PV",1,3,"FB","FB9",1,25,12
"177","PV",1,4,"FB","FB9",1,56,12
"178","PV",1,5,"FB","FB9",1,38,12
"179","PV",1,1,"FW","FW10",1,44,12
"180","PV",1,2,"FW","FW10",1,42,12
"181","PV",1,4,"FW","FW10",1,69,12
"182","PV",1,5,"FW","FW10",1,50,12
"183","PV",1,1,"FW","FW3",1,30,12
"184","PV",1,2,"FW","FW3",1,20,12
"185","PV",1,3,"FW","FW3",1,35,12
"186","PV",1,4,"FW","FW3",1,43,12
"187","PV",1,5,"FW","FW3",1,47,12
"188","PV",1,1,"GA","GA1",1,37,12
"189","PV",1,2,"GA","GA1",1,45,12
"190","PV",1,3,"GA","GA1",1,37,12
"191","PV",1,4,"GA","GA1",2,33,12
"192","PV",1,5,"GA","GA1",1,23,12
"193","PV",1,1,"GA","GA2",1,33,12
"194","PV",1,3,"GA","GA2",1,38,12
"195","PV",1,4,"GA","GA2",1,58,12
"196","PV",1,5,"GA","GA2",1,46,12
"197","PV",1,1,"GA","GA3",2,46,12
"198","PV",1,2,"GA","GA3",1,49,12
"199","PV",1,3,"GA","GA3",1,43,12
"200","PV",1,4,"GA","GA3",1,49,12
"201","PV",1,5,"GA","GA3",1,46,12
"202","PV",1,1,"GP","GP1",1,43,12
"203","PV",1,2,"GP","GP1",1,40,12
"204","PV",1,3,"GP","GP1",1,47,12
"205","PV",1,4,"GP","GP1",1,24,12
"206","PV",1,5,"GP","GP1",1,31,12
"207","PV",1,1,"GP","GP2",1,51,12
"208","PV",1,2,"GP","GP2",2,51,12
"209","PV",1,3,"GP","GP2",1,38,12
"210","PV",1,4,"GP","GP2",1,50,12
"211","PV",1,5,"GP","GP2",1,54,12
"212","PV",1,1,"HC","HC1",1,25,12
"213","PV",1,2,"HC","HC1",1,65,12
"214","PV",1,3,"HC","HC1",1,48,12
"215","PV",1,4,"HC","HC1",1,67,12
"216","PV",1,5,"HC","HC1",1,62,12
"217","PV",1,1,"HC","HC2",1,59,12
"218","PV",1,3,"HC","HC2",1,55,12
"219","PV",1,4,"HC","HC2",1,51,12
"220","PV",1,5,"HC","HC2",1,47,12
"221","PV",1,1,"HP","HP1",1,42,12
"222","PV",1,2,"HP","HP1",1,43,12
"223","PV",1,3,"HP","HP1",1,67,12
"224","PV",1,4,"HP","HP1",1,61,12
"225","PV",1,5,"HP","HP1",1,57,12
"226","PV",1,1,"KL","KL10",1,38,12
"227","PV",1,2,"KL","KL10",1,37,12
"228","PV",1,4,"KL","KL10",1,27,12
"229","PV",1,1,"KL","KL11",1,35,12
"230","PV",1,2,"KL","KL11",1,63,12
"231","PV",1,3,"KL","KL11",1,37,12
"232","PV",1,4,"KL","KL11",2,40,12
"233","PV",1,5,"KL","KL11",1,48,12
"234","PV",1,1,"KL","KL12",1,27,12
"235","PV",1,2,"KL","KL12",1,44,12
"236","PV",1,3,"KL","KL12",1,49,12
"237","PV",1,4,"KL","KL12",2,49,12
"238","PV",1,5,"KL","KL12",1,50,12
"239","PV",1,1,"KL","KL13",2,35,12
"240","PV",1,3,"KL","KL13",1,53,12
"241","PV",1,4,"KL","KL13",1,38,12
"242","PV",1,5,"KL","KL13",1,25,12
"243","PV",1,1,"KL","KL14",1,44,12
"244","PV",1,2,"KL","KL14",1,54,12
"245","PV",1,3,"KL","KL14",1,43,12
"246","PV",1,4,"KL","KL14",1,21,12
"247","PV",1,5,"KL","KL14",1,40,12
"248","PV",1,1,"KL","KL6",1,34,12
"249","PV",1,2,"KL","KL6",1,41,12
"250","PV",1,3,"KL","KL6",1,47,12
"251","PV",1,4,"KL","KL6",1,49,12
"252","PV",1,5,"KL","KL6",1,44,12
"253","PV",1,1,"KL","KL7",1,22,12
"254","PV",1,2,"KL","KL7",1,37,12
"255","PV",1,3,"KL","KL7",1,61,12
"256","PV",1,4,"KL","KL7",1,33,12
"257","PV",1,5,"KL","KL7",1,22,12
"258","PV",1,1,"KM","KM1",1,30,12
"259","PV",1,2,"KM","KM1",1,41,12
"260","PV",1,3,"KM","KM1",1,34,12
"261","PV",1,4,"KM","KM1",1,43,12
"262","PV",1,5,"KM","KM1",1,54,12
"263","PV",1,1,"KM","KM10",1,38,12
"264","PV",1,2,"KM","KM10",1,22,12
"265","PV",1,3,"KM","KM10",1,31,12
"266","PV",1,4,"KM","KM10",1,49,12
"267","PV",1,5,"KM","KM10",1,39,12
"268","PV",1,1,"LA","LA10",1,33,12
"269","PV",1,2,"LA","LA10",1,45,12
"270","PV",1,3,"LA","LA10",1,38,12
"271","PV",1,4,"LA","LA10",1,60,12
"272","PV",1,5,"LA","LA10",1,35,12
"273","PV",1,1,"LA","LA13",1,37,12
"274","PV",1,2,"LA","LA13",1,34,12
"275","PV",1,3,"LA","LA13",1,50,12
"276","PV",1,4,"LA","LA13",1,51,12
"277","PV",1,5,"LA","LA13",1,43,12
"278","PV",1,1,"LA","LA5",2,84,12
"279","PV",1,2,"LA","LA5",1,36,12
"280","PV",1,3,"LA","LA5",1,25,12
"281","PV",1,4,"LA","LA5",1,43,12
"282","PV",1,5,"LA","LA5",1,43,12
"283","PV",1,1,"LA","LA8",1,26,12
"284","PV",1,2,"LA","LA8",1,33,12
"285","PV",1,3,"LA","LA8",2,50,12
"286","PV",1,4,"LA","LA8",1,56,12
"287","PV",1,5,"LA","LA8",1,35,12
"288","PV",1,1,"LC","LC1",1,67,12
"289","PV",1,2,"LC","LC1",1,81,12
"290","PV",1,3,"LC","LC1",1,38,12
"291","PV",1,4,"LC","LC1",1,54,12
"292","PV",1,5,"LC","LC1",1,25,12
"293","PV",1,1,"LC","LC2",1,37,12
"294","PV",1,2,"LC","LC2",1,63,12
"295","PV",1,3,"LC","LC2",1,52,12
"296","PV",1,4,"LC","LC2",1,43,12
"297","PV",1,5,"LC","LC2",1,64,12
"298","PV",1,1,"OH","OH1",1,46,12
"299","PV",1,2,"OH","OH1",1,44,12
"300","PV",1,3,"OH","OH1",1,48,12
"301","PV",1,4,"OH","OH1",1,23,12
"302","PV",1,5,"OH","OH1",1,55,12
"303","PV",1,1,"OK","OK1",1,68,12
"304","PV",1,2,"OK","OK1",1,51,12
"305","PV",1,3,"OK","OK1",1,24,12
"306","PV",1,4,"OK","OK1",1,28,12
"307","PV",1,5,"OK","OK1",1,44,12
"308","PV",1,2,"OL","OL1",1,53,12
"309","PV",1,3,"OL","OL1",1,44,12
"310","PV",1,4,"OL","OL1",1,47,12
"311","PV",1,5,"OL","OL1",1,38,12
"312","PV",1,1,"OR","OR1",1,34,12
"313","PV",1,2,"OR","OR1",1,52,12
"314","PV",1,3,"OR","OR1",1,47,12
"315","PV",1,4,"OR","OR1",1,48,12
"316","PV",1,5,"OR","OR1",1,28,12
"317","PV",1,2,"PA","PA1",1,66,12
"318","PV",1,3,"PA","PA1",1,35,12
"319","PV",1,4,"PA","PA1",1,55,12
"320","PV",1,2,"PA","PA3",1,49,12
"321","PV",1,3,"PA","PA3",1,50,12
"322","PV",1,4,"PA","PA3",1,54,12
"323","PV",1,5,"PA","PA3",1,39,12
"324","PV",1,1,"PA","PA4",1,19,12
"325","PV",1,2,"PA","PA4",2,66,12
"326","PV",1,3,"PA","PA4",1,42,12
"327","PV",1,4,"PA","PA4",1,43,12
"328","PV",1,5,"PA","PA4",1,55,12
"329","PV",1,1,"PF","PF1",1,35,12
"330","PV",1,3,"PF","PF1",1,33,12
"331","PV",1,4,"PF","PF1",1,45,12
"332","PV",1,5,"PF","PF1",1,60,12
"333","PV",1,1,"PF","PF2",1,47,12
"334","PV",1,2,"PF","PF2",2,39,12
"335","PV",1,3,"PF","PF2",1,54,12
"336","PV",1,4,"PF","PF2",1,38,12
"337","PV",1,5,"PF","PF2",1,47,12
"338","PV",1,1,"PF","PF4",1,60,12
"339","PV",1,2,"PF","PF4",1,31,12
"340","PV",1,3,"PF","PF4",1,52,12
"341","PV",1,4,"PF","PF4",1,57,12
"342","PV",1,5,"PF","PF4",1,54,12
"343","PV",1,1,"PF","PF5",1,8,12
"344","PV",1,2,"PF","PF5",1,52,12
"345","PV",1,3,"PF","PF5",1,41,12
"346","PV",1,4,"PF","PF5",1,22,12
"347","PV",1,5,"PF","PF5",1,30,12
"348","PV",1,1,"PL","PL1",1,45,12
"349","PV",1,2,"PL","PL1",1,44,12
"350","PV",1,3,"PL","PL1",1,66,12
"351","PV",1,4,"PL","PL1",1,43,12
"352","PV",1,5,"PL","PL1",1,55,12
"353","PV",1,1,"PL","PL11",1,44,12
"354","PV",1,2,"PL","PL11",1,59,12
"355","PV",1,3,"PL","PL11",2,54,12
"356","PV",1,4,"PL","PL11",1,39,12
"357","PV",1,5,"PL","PL11",1,51,12
"358","PV",1,1,"PL","PL4",1,59,12
"359","PV",1,2,"PL","PL4",1,44,12
"360","PV",1,3,"PL","PL4",1,37,12
"361","PV",1,4,"PL","PL4",1,59,12
"362","PV",1,5,"PL","PL4",1,43,12
"363","PV",1,1,"PL","PL7",1,43,12
"364","PV",1,2,"PL","PL7",1,21,12
"365","PV",1,3,"PL","PL7",1,51,12
"366","PV",1,4,"PL","PL7",1,19,12
"367","PV",1,5,"PL","PL7",1,44,12
"368","PV",1,1,"RA","RA2",1,59,12
"369","PV",1,2,"RA","RA2",2,69,12
"370","PV",1,3,"RA","RA2",1,32,12
"371","PV",1,4,"RA","RA2",1,59,12
"372","PV",1,5,"RA","RA2",1,57,12
"373","PV",1,1,"RA","RA8",1,42,12
"374","PV",1,2,"RA","RA8",1,43,12
"375","PV",1,3,"RA","RA8",1,40,12
"376","PV",1,4,"RA","RA8",1,59,12
"377","PV",1,5,"RA","RA8",1,48,12
"378","PV",1,1,"RV","RV3",1,33,12
"379","PV",1,2,"RV","RV3",1,51,12
"380","PV",1,3,"RV","RV3",1,32,12
"381","PV",1,4,"RV","RV3",1,54,12
"382","PV",1,5,"RV","RV3",1,19,12
"383","PV",1,1,"RV","RV4",1,24,12
"384","PV",1,2,"RV","RV4",1,14,12
"385","PV",1,3,"RV","RV4",1,54,12
"386","PV",1,4,"RV","RV4",1,46,12
"387","PV",1,5,"RV","RV4",2,37,12
"388","PV",1,1,"RV","RV8",2,52,12
"389","PV",1,2,"RV","RV8",1,48,12
"390","PV",1,3,"RV","RV8",1,58,12
"391","PV",1,4,"RV","RV8",1,24,12
"392","PV",1,5,"RV","RV8",1,27,12
"393","PV",1,1,"SA","SA5",1,48,12
"394","PV",1,2,"SA","SA5",1,64,12
"395","PV",1,3,"SA","SA5",1,49,12
"396","PV",1,4,"SA","SA5",1,30,12
"397","PV",1,1,"SA","SA7",1,53,12
"398","PV",1,2,"SA","SA7",1,41,12
"399","PV",1,3,"SA","SA7",1,37,12
"400","PV",1,4,"SA","SA7",1,27,12
"401","PV",1,5,"SA","SA7",1,45,12
"402","PV",1,6,"SA","SA7",1,28,12
"403","PV",1,1,"SA","SA8",1,52,12
"404","PV",1,2,"SA","SA8",1,50,12
"405","PV",1,4,"SA","SA8",1,55,12
"406","PV",1,1,"SC","SC4",1,42,12
"407","PV",1,2,"SC","SC4",1,62,12
"408","PV",1,3,"SC","SC4",1,49,12
"409","PV",1,4,"SC","SC4",1,60,12
"410","PV",1,5,"SC","SC4",1,42,12
"411","PV",1,1,"SN","SN1",1,15,12
"412","PV",1,2,"SN","SN1",1,40,12
"413","PV",1,3,"SN","SN1",1,15,12
"414","PV",1,4,"SN","SN1",1,63,12
"415","PV",1,5,"SN","SN1",1,64,12
"416","PV",1,1,"SN","SN2",2,45,12
"417","PV",1,2,"SN","SN2",1,41,12
"418","PV",1,3,"SN","SN2",1,59,12
"419","PV",1,4,"SN","SN2",1,80,12
"420","PV",1,5,"SN","SN2",1,52,12
"421","PV",1,1,"SN","SN3",1,69,12
"422","PV",1,2,"SN","SN3",1,62,12
"423","PV",1,3,"SN","SN3",1,29,12
"424","PV",1,4,"SN","SN3",1,34,12
"425","PV",1,5,"SN","SN3",1,46,12
"426","PV",1,1,"SN","SN4",1,42,12
"427","PV",1,2,"SN","SN4",1,72,12
"428","PV",1,3,"SN","SN4",1,54,12
"429","PV",1,4,"SN","SN4",1,50,12
"430","PV",1,5,"SN","SN4",1,47,12
"431","PV",1,1,"SR","SR2",1,41,12
"432","PV",1,2,"SR","SR2",1,28,12
"433","PV",1,3,"SR","SR2",1,36,12
"434","PV",1,4,"SR","SR2",1,40,12
"435","PV",1,5,"SR","SR2",1,42,12
"436","PV",1,1,"SR","SR3",1,31,12
"437","PV",1,2,"SR","SR3",2,76,12
"438","PV",1,3,"SR","SR3",1,66,12
"439","PV",1,4,"SR","SR3",1,31,12
"440","PV",1,5,"SR","SR3",1,53,12
"441","PV",1,1,"VE","VE10",1,62,12
"442","PV",1,2,"VE","VE10",1,56,12
"443","PV",1,3,"VE","VE10",1,67,12
"444","PV",1,4,"VE","VE10",1,51,12
"445","PV",1,5,"VE","VE10",1,47,12
"446","PV",1,1,"VE","VE5",1,46,12
"447","PV",1,2,"VE","VE5",1,55,12
"448","PV",1,3,"VE","VE5",1,66,12
"449","PV",1,4,"VE","VE5",1,49,12
"450","PV",1,5,"VE","VE5",1,37,12
"451","PV",1,1,"VE","VE7",1,59,12
"452","PV",1,2,"VE","VE7",1,37,12
"453","PV",1,3,"VE","VE7",1,43,12
"454","PV",1,4,"VE","VE7",1,27,12
"455","PV",1,5,"VE","VE7",1,46,12
"456","PV",1,1,"VI","VI3",1,54,12
"457","PV",1,2,"VI","VI3",1,21,12
"458","PV",1,3,"VI","VI3",1,20,12
"459","PV",1,4,"VI","VI3",1,71,12
"460","PV",1,5,"VI","VI3",1,48,12
"461","PV",1,1,"VI","VI4",1,59,12
"462","PV",1,2,"VI","VI4",1,30,12
"463","PV",1,3,"VI","VI4",1,47,12
"464","PV",1,4,"VI","VI4",1,39,12
"465","PV",1,5,"VI","VI4",1,27,12
"466","PV",1,1,"VI","VI5",1,49,12
"467","PV",1,2,"VI","VI5",1,28,12
"468","PV",1,3,"VI","VI5",1,43,12
"469","PV",1,4,"VI","VI5",1,51,12
"470","PV",1,1,"WL","WL3",2,49,12
"471","PV",1,2,"WL","WL3",1,37,12
"472","PV",1,3,"WL","WL3",1,60,12
"473","PV",1,4,"WL","WL3",1,44,12
"474","PV",1,5,"WL","WL3",1,47,12
"475","PV",1,1,"WL","WL8",1,48,12
"476","PV",1,2,"WL","WL8",1,52,12
"477","PV",1,3,"WL","WL8",1,48,12
"478","PV",1,4,"WL","WL8",1,63,12
"479","PV",1,5,"WL","WL8",1,44,12
"480","PV",1,1,"WV","WV2",1,36,12
"481","PV",1,2,"WV","WV2",1,46,12
"482","PV",1,3,"WV","WV2",1,39,12
"483","PV",1,4,"WV","WV2",1,48,12
"484","PV",1,5,"WV","WV2",1,60,12
"485","PV",1,1,"WV","WV6",1,30,12
"486","PV",1,3,"WV","WV6",2,48,12
"487","PV",1,4,"WV","WV6",1,23,12
"488","PV",1,5,"WV","WV6",1,33,12
"489","PV",1,1,"ZE","ZE1",1,33,12
"490","PV",1,2,"ZE","ZE1",1,51,12
"491","PV",1,3,"ZE","ZE1",1,26,12
"492","PV",1,4,"ZE","ZE1",1,40,12
"493","PV",1,5,"ZE","ZE1",1,51,12
"494","PV",1,1,"ZE","ZE4",1,34,12
"495","PV",1,2,"ZE","ZE4",1,45,12
"496","PV",1,3,"ZE","ZE4",1,43,12
"497","PV",1,4,"ZE","ZE4",1,30,12
"498","PV",1,5,"ZE","ZE4",1,40,12
"499","PV",1,1,"ZE","ZE6",2,41,12
"500","PV",1,2,"ZE","ZE6",1,64,12
"501","PV",1,3,"ZE","ZE6",1,40,12
"502","PV",1,4,"ZE","ZE6",1,41,12
"503","PV",1,5,"ZE","ZE6",1,47,12
"504","PV",2,1,"AK","AK3",1,31,12
"505","PV",2,2,"AK","AK3",1,80,12
"506","PV",2,3,"AK","AK3",1,48,12
"507","PV",2,4,"AK","AK3",1,48,12
"508","PV",2,5,"AK","AK3",1,48,12
"509","PV",2,1,"AK","AK6",1,14,12
"510","PV",2,2,"AK","AK6",1,30,12
"511","PV",2,3,"AK","AK6",1,42,12
"512","PV",2,4,"AK","AK6",1,60,12
"513","PV",2,5,"AK","AK6",1,30,12
"514","PV",2,1,"AK","AK9",1,43,12
"515","PV",2,2,"AK","AK9",1,40,12
"516","PV",2,3,"AK","AK9",1,36,12
"517","PV",2,4,"AK","AK9",1,34,12
"518","PV",2,5,"AK","AK9",1,37,12
"519","PV",2,1,"BA","BA2",1,45,12
"520","PV",2,2,"BA","BA2",1,56,12
"521","PV",2,3,"BA","BA2",2,34,12
"522","PV",2,4,"BA","BA2",1,48,12
"523","PV",2,1,"BA","BA3",1,34,12
"524","PV",2,2,"BA","BA3",1,35,12
"525","PV",2,3,"BA","BA3",1,26,12
"526","PV",2,5,"BA","BA3",1,26,12
"527","PV",2,1,"BA","BA5",1,43,12
"528","PV",2,2,"BA","BA5",1,76,12
"529","PV",2,3,"BA","BA5",1,46,12
"530","PV",2,4,"BA","BA5",1,42,12
"531","PV",2,5,"BA","BA5",1,44,12
"532","PV",2,1,"BC","BC3",1,48,12
"533","PV",2,2,"BC","BC3",1,28,12
"534","PV",2,3,"BC","BC3",1,35,12
"535","PV",2,4,"BC","BC3",1,21,12
"536","PV",2,5,"BC","BC3",1,31,12
"537","PV",2,1,"BC","BC6",1,17,12
"538","PV",2,2,"BC","BC6",1,36,12
"539","PV",2,3,"BC","BC6",1,33,12
"540","PV",2,4,"BC","BC6",1,28,12
"541","PV",2,5,"BC","BC6",1,65,12
"542","PV",2,1,"BC","BC8",1,67,12
"543","PV",2,2,"BC","BC8",1,57,12
"544","PV",2,3,"BC","BC8",1,37,12
"545","PV",2,4,"BC","BC8",1,49,12
"546","PV",2,5,"BC","BC8",1,54,12
"547","PV",2,1,"BK","BK2",1,36,12
"548","PV",2,3,"BK","BK2",1,40,12
"549","PV",2,4,"BK","BK2",1,20,12
"550","PV",2,5,"BK","BK2",1,33,12
"551","PV",2,1,"BK","BK3",1,24,12
"552","PV",2,2,"BK","BK3",1,37,12
"553","PV",2,3,"BK","BK3",1,27,12
"554","PV",2,4,"BK","BK3",1,34,12
"555","PV",2,5,"BK","BK3",2,42,12
"556","PV",2,6,"BK","BK3",1,58,12
"557","PV",2,1,"BK","BK5",1,32,12
"558","PV",2,2,"BK","BK5",1,29,12
"559","PV",2,3,"BK","BK5",1,28,12
"560","PV",2,4,"BK","BK5",2,50,12
"561","PV",2,5,"BK","BK5",1,33,12
"562","PV",2,1,"BL","BL1",1,20,12
"563","PV",2,2,"BL","BL1",1,43,12
"564","PV",2,3,"BL","BL1",1,50,12
"565","PV",2,4,"BL","BL1",1,36,12
"566","PV",2,5,"BL","BL1",1,50,12
"567","PV",2,1,"BL","BL2",2,30,12
"568","PV",2,2,"BL","BL2",1,60,12
"569","PV",2,3,"BL","BL2",1,45,12
"570","PV",2,4,"BL","BL2",1,35,12
"571","PV",2,5,"BL","BL2",1,45,12
"572","PV",2,1,"BL","BL3",1,51,12
"573","PV",2,2,"BL","BL3",1,56,12
"574","PV",2,3,"BL","BL3",1,48,12
"575","PV",2,4,"BL","BL3",2,33,12
"576","PV",2,5,"BL","BL3",1,47,12
"577","PV",2,2,"BR","BR3",1,46,12
"578","PV",2,3,"BR","BR3",1,58,12
"579","PV",2,4,"BR","BR3",1,54,12
