"","Site","Ecoregion","Source","Family","Block","Tree","Condition","Height","Distance","ElevDist","eFFP","MSP","Slope","Aspect","Hardiness","DD.5.sp","Year"
"2198","SF","CORA","GA","GA2","1","4","1","56","486.001221875719","-108.8969638","1235","-103","228.104192481","15","35","1561","13"
"2199","SF","CORA","GA","GA2","1","5","1","69","486.001221875719","-108.8969638","1235","-103","228.104192481","15","35","1561","13"
"2200","SF","CORA","GA","GA3","1","1","1","78","485.846565226749","-86.744403","1231","-104","229.504192481","15.1","35","1558","13"
"2201","SF","CORA","GA","GA3","1","2","1","52","485.846565226749","-86.744403","1231","-104","229.504192481","15.1","35","1558","13"
"2202","SF","CORA","GA","GA3","1","3","1","50","485.846565226749","-86.744403","1231","-104","229.504192481","15.1","35","1558","13"
"2203","SF","CORA","GA","GA3","1","4","1","79","485.846565226749","-86.744403","1231","-104","229.504192481","15.1","35","1558","13"
"2204","SF","CORA","GA","GA3","1","5","1","61","485.846565226749","-86.744403","1231","-104","229.504192481","15.1","35","1558","13"
"2205","SF","KLMT","GP","GP1","1","1","1","37","220.322408366504","76.4981403","504","-104","240.604192481","26.7","78","2082","13"
"2206","SF","KLMT","GP","GP1","1","2","1","30","220.322408366504","76.4981403","504","-104","240.604192481","26.7","78","2082","13"
"2207","SF","KLMT","GP","GP1","1","3","1","84","220.322408366504","76.4981403","504","-104","240.604192481","26.7","78","2082","13"
"2208","SF","KLMT","GP","GP1","1","4","2","57","220.322408366504","76.4981403","504","-104","240.604192481","26.7","78","2082","13"
"2209","SF","KLMT","GP","GP1","1","5","1","102","220.322408366504","76.4981403","504","-104","240.604192481","26.7","78","2082","13"
"2210","SF","KLMT","GP","GP2","1","1","1","58","220.354283365032","68.0337009","501","-105","243.904192481","26.9","77","2064","13"
"2211","SF","KLMT","GP","GP2","1","2","1","82","220.354283365032","68.0337009","501","-105","243.904192481","26.9","77","2064","13"
"2212","SF","KLMT","GP","GP2","1","3","1","32","220.354283365032","68.0337009","501","-105","243.904192481","26.9","77","2064","13"
"2213","SF","KLMT","GP","GP2","1","4","1","76","220.354283365032","68.0337009","501","-105","243.904192481","26.9","77","2064","13"
"2214","SF","KLMT","GP","GP2","1","5","1","64","220.354283365032","68.0337009","501","-105","243.904192481","26.9","77","2064","13"
"2215","SF","KLMT","HC","HC1","1","1","1","63","463.237401008845","40.2668277","1196","-90","202.204192481","15.5","34","1550","13"
"2216","SF","KLMT","HC","HC1","1","2","1","100","463.237401008845","40.2668277","1196","-90","202.204192481","15.5","34","1550","13"
"2217","SF","KLMT","HC","HC1","1","3","1","53","463.237401008845","40.2668277","1196","-90","202.204192481","15.5","34","1550","13"
"2218","SF","KLMT","HC","HC1","1","4","1","42","463.237401008845","40.2668277","1196","-90","202.204192481","15.5","34","1550","13"
"2219","SF","KLMT","HC","HC1","1","5","1","66","463.237401008845","40.2668277","1196","-90","202.204192481","15.5","34","1550","13"
"2220","SF","KLMT","HC","HC2","1","1","1","47","463.216881424549","44.2300777","1196","-90","202.104192481","15.5","34","1550","13"
"2221","SF","KLMT","HC","HC2","1","2","1","33","463.216881424549","44.2300777","1196","-90","202.104192481","15.5","34","1550","13"
"2222","SF","KLMT","HC","HC2","1","3","2","37","463.216881424549","44.2300777","1196","-90","202.104192481","15.5","34","1550","13"
"2223","SF","KLMT","HC","HC2","1","4","2","32","463.216881424549","44.2300777","1196","-90","202.104192481","15.5","34","1550","13"
"2224","SF","KLMT","HC","HC2","1","5","1","63","463.216881424549","44.2300777","1196","-90","202.104192481","15.5","34","1550","13"
"2225","SF","CSCO","HP","HP1","1","1","1","87","606.984701430371","-55.5615504","697","-144","469.904192481","24.6","28","1240","13"
"2226","SF","CSCO","HP","HP1","1","2","1","37","606.984701430371","-55.5615504","697","-144","469.904192481","24.6","28","1240","13"
"2227","SF","CSCO","HP","HP1","1","3","1","70","606.984701430371","-55.5615504","697","-144","469.904192481","24.6","28","1240","13"
"2228","SF","CSCO","HP","HP1","1","4","1","59","606.984701430371","-55.5615504","697","-144","469.904192481","24.6","28","1240","13"
"2229","SF","CSCO","HP","HP1","1","5","1","57","606.984701430371","-55.5615504","697","-144","469.904192481","24.6","28","1240","13"
"2230","SF","KLMT","KLa","KL10","1","1","1","56","279.356357241971","624.6404129","1485","-45","136.804192481","11.6","90","2358","13"
"2231","SF","KLMT","KLa","KL10","1","2","1","73","279.356357241971","624.6404129","1485","-45","136.804192481","11.6","90","2358","13"
"2232","SF","KLMT","KLa","KL10","1","3","1","62","279.356357241971","624.6404129","1485","-45","136.804192481","11.6","90","2358","13"
"2233","SF","KLMT","KLa","KL10","1","4","1","81","279.356357241971","624.6404129","1485","-45","136.804192481","11.6","90","2358","13"
"2234","SF","KLMT","KLa","KL10","1","5","1","54","279.356357241971","624.6404129","1485","-45","136.804192481","11.6","90","2358","13"
"2235","SF","KLMT","KLb","KL11","1","2","1","41","292.624641291856","76.4384496","708","-103","244.704192481","21.3","89","2158","13"
"2236","SF","KLMT","KLb","KL11","1","4","1","38","292.624641291856","76.4384496","708","-103","244.704192481","21.3","89","2158","13"
"2237","SF","KLMT","KLb","KL11","1","5","1","39","292.624641291856","76.4384496","708","-103","244.704192481","21.3","89","2158","13"
"2238","SF","KLMT","KLb","KL12","1","1","1","75","324.84587996424","124.4384496","1125","-90","225.404192481","16.4","52","1657","13"
"2239","SF","KLMT","KLb","KL12","1","2","1","37","324.84587996424","124.4384496","1125","-90","225.404192481","16.4","52","1657","13"
"2240","SF","KLMT","KLb","KL12","1","3","1","51","324.84587996424","124.4384496","1125","-90","225.404192481","16.4","52","1657","13"
"2241","SF","KLMT","KLb","KL12","1","4","2","13","324.84587996424","124.4384496","1125","-90","225.404192481","16.4","52","1657","13"
"2242","SF","KLMT","KLb","KL12","1","5","2","59","324.84587996424","124.4384496","1125","-90","225.404192481","16.4","52","1657","13"
"2243","SF","KLMT","KLc","KL13","1","1","1","92","347.966762124464","815.4384496","959","-86","201.604192481","16.5","117","2404","13"
"2244","SF","KLMT","KLc","KL13","1","2","1","39","347.966762124464","815.4384496","959","-86","201.604192481","16.5","117","2404","13"
"2245","SF","KLMT","KLc","KL13","1","3","1","68","347.966762124464","815.4384496","959","-86","201.604192481","16.5","117","2404","13"
"2246","SF","KLMT","KLc","KL13","1","4","1","50","347.966762124464","815.4384496","959","-86","201.604192481","16.5","117","2404","13"
"2247","SF","KLMT","KLc","KL13","1","5","1","31","347.966762124464","815.4384496","959","-86","201.604192481","16.5","117","2404","13"
"2248","SF","KLMT","KLc","KL14","1","2","1","63","348.899280195799","-57.5615504","1079","-81","218.004192481","17.7","40","1412","13"
"2249","SF","KLMT","KLc","KL14","1","3","1","43","348.899280195799","-57.5615504","1079","-81","218.004192481","17.7","40","1412","13"
"2250","SF","KLMT","KLc","KL14","1","4","1","53","348.899280195799","-57.5615504","1079","-81","218.004192481","17.7","40","1412","13"
"2251","SF","KLMT","KLc","KL14","1","5","1","73","348.899280195799","-57.5615504","1079","-81","218.004192481","17.7","40","1412","13"
"2252","SF","KLMT","KLa","KL6","1","1","1","43","279.158359257251","551.4698926","1447","-52","145.804192481","12","87","2301","13"
"2253","SF","KLMT","KLa","KL6","1","2","1","18","279.158359257251","551.4698926","1447","-52","145.804192481","12","87","2301","13"
"2254","SF","KLMT","KLa","KL6","1","3","1","51","279.158359257251","551.4698926","1447","-52","145.804192481","12","87","2301","13"
"2255","SF","KLMT","KLa","KL6","1","5","1","45","279.158359257251","551.4698926","1447","-52","145.804192481","12","87","2301","13"
"2256","SF","KLMT","KLa","KL7","1","1","1","72","279.406021359933","624.0975713","1485","-45","137.004192481","11.6","90","2358","13"
"2257","SF","KLMT","KLa","KL7","1","2","1","57","279.406021359933","624.0975713","1485","-45","137.004192481","11.6","90","2358","13"
"2258","SF","KLMT","KLa","KL7","1","3","1","69","279.406021359933","624.0975713","1485","-45","137.004192481","11.6","90","2358","13"
"2259","SF","KLMT","KLa","KL7","1","4","1","85","279.406021359933","624.0975713","1485","-45","137.004192481","11.6","90","2358","13"
"2260","SF","KLMT","KLa","KL7","1","5","2","64","279.406021359933","624.0975713","1485","-45","137.004192481","11.6","90","2358","13"
"2261","SF","PULO","KM","KM1","1","1","1","88","322.67272572984","-288.4780574","905","-6","98.304192481","17.3","71","2220","13"
"2262","SF","PULO","KM","KM1","1","2","1","80","322.67272572984","-288.4780574","905","-6","98.304192481","17.3","71","2220","13"
"2263","SF","PULO","KM","KM1","1","3","1","62","322.67272572984","-288.4780574","905","-6","98.304192481","17.3","71","2220","13"
"2264","SF","PULO","KM","KM1","1","5","1","88","322.67272572984","-288.4780574","905","-6","98.304192481","17.3","71","2220","13"
"2265","SF","PULO","KM","KM10","1","1","1","122","322.508993419246","-279.15721612","904","-6","98.004192481","17.3","71","2226","13"
"2266","SF","PULO","KM","KM10","1","2","1","70","322.508993419246","-279.15721612","904","-6","98.004192481","17.3","71","2226","13"
"2267","SF","PULO","KM","KM10","1","3","1","85","322.508993419246","-279.15721612","904","-6","98.004192481","17.3","71","2226","13"
"2268","SF","PULO","KM","KM10","1","4","1","96","322.508993419246","-279.15721612","904","-6","98.004192481","17.3","71","2226","13"
"2269","SF","PULO","KM","KM10","1","5","1","48","322.508993419246","-279.15721612","904","-6","98.004192481","17.3","71","2226","13"
"2270","SF","CORA","LA","LA10","1","1","1","93","801.36172722495","289.7413321","707","-138","362.404192481","23.6","22","1259","13"
"2271","SF","CORA","LA","LA10","1","2","1","41","801.36172722495","289.7413321","707","-138","362.404192481","23.6","22","1259","13"
"2272","SF","CORA","LA","LA10","1","3","1","72","801.36172722495","289.7413321","707","-138","362.404192481","23.6","22","1259","13"
"2273","SF","CORA","LA","LA10","1","4","1","11","801.36172722495","289.7413321","707","-138","362.404192481","23.6","22","1259","13"
"2274","SF","CORA","LA","LA10","1","5","2","61","801.36172722495","289.7413321","707","-138","362.404192481","23.6","22","1259","13"
"2275","SF","CORA","LA","LA13","1","1","1","41","797.550579445413","191.1936175","642","-143","397.804192481","25.4","21","1219","13"
"2276","SF","CORA","LA","LA13","1","2","2","99","797.550579445413","191.1936175","642","-143","397.804192481","25.4","21","1219","13"
"2277","SF","CORA","LA","LA13","1","4","1","23","797.550579445413","191.1936175","642","-143","397.804192481","25.4","21","1219","13"
"2278","SF","CORA","LA","LA5","1","1","1","10","811.104755230919","85.4384496","754","-140","378.704192481","22.9","20","1157","13"
"2279","SF","CORA","LA","LA5","1","2","1","14","811.104755230919","85.4384496","754","-140","378.704192481","22.9","20","1157","13"
"2280","SF","CORA","LA","LA5","1","3","1","52","811.104755230919","85.4384496","754","-140","378.704192481","22.9","20","1157","13"
"2281","SF","CORA","LA","LA5","1","4","1","59","811.104755230919","85.4384496","754","-140","378.704192481","22.9","20","1157","13"
"2282","SF","CORA","LA","LA5","1","5","1","57","811.104755230919","85.4384496","754","-140","378.704192481","22.9","20","1157","13"
"2283","SF","CORA","LA","LA8","1","1","1","80","802.801777950532","329.4893776","704","-139","370.404192481","23.6","23","1283","13"
"2284","SF","CORA","LA","LA8","1","2","1","54","802.801777950532","329.4893776","704","-139","370.404192481","23.6","23","1283","13"
"2285","SF","CORA","LA","LA8","1","3","1","66","802.801777950532","329.4893776","704","-139","370.404192481","23.6","23","1283","13"
"2286","SF","CORA","LA","LA8","1","4","1","28","802.801777950532","329.4893776","704","-139","370.404192481","23.6","23","1283","13"
"2287","SF","CORA","LA","LA8","1","5","2","101","802.801777950532","329.4893776","704","-139","370.404192481","23.6","23","1283","13"
"2288","SF","CORA","LC","LC1","1","1","1","46","402.453475912058","242.3547048","1011","-12","89.504192481","14.7","92","2680","13"
"2289","SF","CORA","LC","LC1","1","2","1","66","402.453475912058","242.3547048","1011","-12","89.504192481","14.7","92","2680","13"
"2290","SF","CORA","LC","LC1","1","3","1","39","402.453475912058","242.3547048","1011","-12","89.504192481","14.7","92","2680","13"
"2291","SF","CORA","LC","LC1","1","4","1","115","402.453475912058","242.3547048","1011","-12","89.504192481","14.7","92","2680","13"
"2292","SF","CORA","LC","LC1","1","5","1","100","402.453475912058","242.3547048","1011","-12","89.504192481","14.7","92","2680","13"
"2293","SF","CORA","LC","LC2","1","1","1","17","400.7506122071","-176.1338424","1159","0","83.004192481","13.2","96","2732","13"
"2294","SF","CORA","LC","LC2","1","2","1","69","400.7506122071","-176.1338424","1159","0","83.004192481","13.2","96","2732","13"
"2295","SF","CORA","LC","LC2","1","3","1","86","400.7506122071","-176.1338424","1159","0","83.004192481","13.2","96","2732","13"
"2296","SF","CORA","LC","LC2","1","4","1","68","400.7506122071","-176.1338424","1159","0","83.004192481","13.2","96","2732","13"
"2297","SF","CORA","LC","LC2","1","5","1","50","400.7506122071","-176.1338424","1159","0","83.004192481","13.2","96","2732","13"
"2298","SF","PULO","OH","OH1","1","1","1","41","431.997686648656","-340.65214341","215","-48","110.704192481","37.8","73","2488","13"
"2299","SF","PULO","OH","OH1","1","2","1","41","431.997686648656","-340.65214341","215","-48","110.704192481","37.8","73","2488","13"
"2300","SF","PULO","OH","OH1","1","3","1","93","431.997686648656","-340.65214341","215","-48","110.704192481","37.8","73","2488","13"
"2301","SF","PULO","OH","OH1","1","4","1","64","431.997686648656","-340.65214341","215","-48","110.704192481","37.8","73","2488","13"
"2302","SF","PULO","OH","OH1","1","5","1","41","431.997686648656","-340.65214341","215","-48","110.704192481","37.8","73","2488","13"
"2303","SF","CSCD","OK","OK1","1","1","2","51","125.202008157965","569.426865","1019","80","67.704192481","14.8","118","2697","13"
"2304","SF","CSCD","OK","OK1","1","2","1","53","125.202008157965","569.426865","1019","80","67.704192481","14.8","118","2697","13"
"2305","SF","CSCD","OK","OK1","1","3","1","63","125.202008157965","569.426865","1019","80","67.704192481","14.8","118","2697","13"
"2306","SF","CSCD","OK","OK1","1","4","1","75","125.202008157965","569.426865","1019","80","67.704192481","14.8","118","2697","13"
"2307","SF","CSCD","OK","OK1","1","5","2","40","125.202008157965","569.426865","1019","80","67.704192481","14.8","118","2697","13"
"2308","SF","PULO","OL","OL1","1","1","1","41","291.988954442861","-353.80629692","947","4","92.704192481","16.5","79","2306","13"
"2309","SF","PULO","OL","OL1","1","2","1","78","291.988954442861","-353.80629692","947","4","92.704192481","16.5","79","2306","13"
"2310","SF","PULO","OL","OL1","1","3","1","52","291.988954442861","-353.80629692","947","4","92.704192481","16.5","79","2306","13"
"2311","SF","PULO","OL","OL1","1","4","1","63","291.988954442861","-353.80629692","947","4","92.704192481","16.5","79","2306","13"
"2312","SF","PULO","OL","OL1","1","5","1","45","291.988954442861","-353.80629692","947","4","92.704192481","16.5","79","2306","13"
"2313","SF","WIVA","OR","OR1","1","1","1","52","114.572916106253","-180.5615504","908","-20","108.104192481","17","85","2313","13"
"2314","SF","WIVA","OR","OR1","1","2","1","47","114.572916106253","-180.5615504","908","-20","108.104192481","17","85","2313","13"
"2315","SF","WIVA","OR","OR1","1","3","1","98","114.572916106253","-180.5615504","908","-20","108.104192481","17","85","2313","13"
"2316","SF","WIVA","OR","OR1","1","4","2","64","114.572916106253","-180.5615504","908","-20","108.104192481","17","85","2313","13"
"2317","SF","WIVA","OR","OR1","1","5","1","80","114.572916106253","-180.5615504","908","-20","108.104192481","17","85","2313","13"
"2318","SF","PULO","PA","PA1","1","1","1","70","404.75983044062","-259.560531","605","-58","116.904192481","21.1","90","2698","13"
"2319","SF","PULO","PA","PA1","1","2","1","32","404.75983044062","-259.560531","605","-58","116.904192481","21.1","90","2698","13"
"2320","SF","PULO","PA","PA1","1","3","1","75","404.75983044062","-259.560531","605","-58","116.904192481","21.1","90","2698","13"
"2321","SF","PULO","PA","PA1","1","4","1","32","404.75983044062","-259.560531","605","-58","116.904192481","21.1","90","2698","13"
"2322","SF","PULO","PA","PA1","1","5","1","48","404.75983044062","-259.560531","605","-58","116.904192481","21.1","90","2698","13"
"2323","SF","PULO","PA","PA3","1","1","1","18","406.01946577917","-310.95905949","534","-67","125.204192481","23.2","80","2612","13"
"2324","SF","PULO","PA","PA3","1","3","1","49","406.01946577917","-310.95905949","534","-67","125.204192481","23.2","80","2612","13"
"2325","SF","PULO","PA","PA3","1","4","1","46","406.01946577917","-310.95905949","534","-67","125.204192481","23.2","80","2612","13"
"2326","SF","PULO","PA","PA3","1","5","1","79","406.01946577917","-310.95905949","534","-67","125.204192481","23.2","80","2612","13"
"2327","SF","PULO","PA","PA4","1","1","1","31","405.429673943101","-288.70485999","569","-63","121.304192481","22.2","84","2650","13"
"2328","SF","PULO","PA","PA4","1","2","1","54","405.429673943101","-288.70485999","569","-63","121.304192481","22.2","84","2650","13"
"2329","SF","PULO","PA","PA4","1","3","1","87","405.429673943101","-288.70485999","569","-63","121.304192481","22.2","84","2650","13"
"2330","SF","PULO","PA","PA4","1","4","1","61","405.429673943101","-288.70485999","569","-63","121.304192481","22.2","84","2650","13"
"2331","SF","CSCD","PF","PF1","1","1","2","41","279.70520428697","81.824357","843","46","72.304192481","17","108","2664","13"
"2332","SF","CSCD","PF","PF1","1","2","1","52","279.70520428697","81.824357","843","46","72.304192481","17","108","2664","13"
"2333","SF","CSCD","PF","PF1","1","3","1","57","279.70520428697","81.824357","843","46","72.304192481","17","108","2664","13"
"2334","SF","CSCD","PF","PF1","1","4","1","70","279.70520428697","81.824357","843","46","72.304192481","17","108","2664","13"
"2335","SF","CSCD","PF","PF2","1","1","1","68","279.761176225041","76.8456483","838","45","72.604192481","17.1","108","2657","13"
"2336","SF","CSCD","PF","PF2","1","2","1","33","279.761176225041","76.8456483","838","45","72.604192481","17.1","108","2657","13"
"2337","SF","CSCD","PF","PF2","1","3","1","74","279.761176225041","76.8456483","838","45","72.604192481","17.1","108","2657","13"
"2338","SF","CSCD","PF","PF2","1","4","1","42","279.761176225041","76.8456483","838","45","72.604192481","17.1","108","2657","13"
"2339","SF","CSCD","PF","PF2","1","5","1","71","279.761176225041","76.8456483","838","45","72.604192481","17.1","108","2657","13"
"2340","SF","CSCD","PF","PF4","1","1","1","68","280.072212751568","-86.3180314","691","26","81.804192481","20.1","95","2494","13"
"2341","SF","CSCD","PF","PF4","1","2","1","78","280.072212751568","-86.3180314","691","26","81.804192481","20.1","95","2494","13"
"2342","SF","CSCD","PF","PF4","1","3","1","70","280.072212751568","-86.3180314","691","26","81.804192481","20.1","95","2494","13"
"2343","SF","CSCD","PF","PF4","1","4","1","87","280.072212751568","-86.3180314","691","26","81.804192481","20.1","95","2494","13"
"2344","SF","CSCD","PF","PF4","1","5","1","93","280.072212751568","-86.3180314","691","26","81.804192481","20.1","95","2494","13"
"2345","SF","CSCD","PF","PF5","1","1","1","76","279.967741130753","-88.7768088","693","26","81.704192481","20","95","2497","13"
"2346","SF","CSCD","PF","PF5","1","2","1","83","279.967741130753","-88.7768088","693","26","81.704192481","20","95","2497","13"
"2347","SF","CSCD","PF","PF5","1","3","1","63","279.967741130753","-88.7768088","693","26","81.704192481","20","95","2497","13"
"2348","SF","CSCD","PF","PF5","1","4","1","87","279.967741130753","-88.7768088","693","26","81.704192481","20","95","2497","13"
"2349","SF","CSCD","PF","PF5","1","5","1","74","279.967741130753","-88.7768088","693","26","81.704192481","20","95","2497","13"
"2350","SF","SRNA","PL","PL1","1","1","1","73","674.004881980227","440.4963031","751","-109","300.204192481","23.3","37","1392","13"
"2351","SF","SRNA","PL","PL1","1","2","1","76","674.004881980227","440.4963031","751","-109","300.204192481","23.3","37","1392","13"
"2352","SF","SRNA","PL","PL1","1","3","1","41","674.004881980227","440.4963031","751","-109","300.204192481","23.3","37","1392","13"
"2353","SF","SRNA","PL","PL1","1","4","1","70","674.004881980227","440.4963031","751","-109","300.204192481","23.3","37","1392","13"
"2354","SF","SRNA","PL","PL1","1","5","1","48","674.004881980227","440.4963031","751","-109","300.204192481","23.3","37","1392","13"
"2355","SF","SRNA","PL","PL11","1","1","2","93","675.330584018816","534.3424966","790","-105","284.704192481","22.4","39","1427","13"
"2356","SF","SRNA","PL","PL11","1","3","2","43","675.330584018816","534.3424966","790","-105","284.704192481","22.4","39","1427","13"
"2357","SF","SRNA","PL","PL11","1","4","1","70","675.330584018816","534.3424966","790","-105","284.704192481","22.4","39","1427","13"
"2358","SF","SRNA","PL","PL11","1","5","1","53","675.330584018816","534.3424966","790","-105","284.704192481","22.4","39","1427","13"
"2359","SF","SRNA","PL","PL4","1","1","1","72","672.257895051564","412.2376649","735","-111","307.204192481","23.6","38","1404","13"
"2360","SF","SRNA","PL","PL4","1","2","1","33","672.257895051564","412.2376649","735","-111","307.204192481","23.6","38","1404","13"
"2361","SF","SRNA","PL","PL4","1","3","1","10","672.257895051564","412.2376649","735","-111","307.204192481","23.6","38","1404","13"
"2362","SF","SRNA","PL","PL4","1","4","1","59","672.257895051564","412.2376649","735","-111","307.204192481","23.6","38","1404","13"
"2363","SF","SRNA","PL","PL4","1","5","1","95","672.257895051564","412.2376649","735","-111","307.204192481","23.6","38","1404","13"
"2364","SF","SRNA","PL","PL7","1","1","1","58","675.591857781504","626.3851876","841","-97","257.604192481","20.9","46","1566","13"
"2365","SF","SRNA","PL","PL7","1","2","1","54","675.591857781504","626.3851876","841","-97","257.604192481","20.9","46","1566","13"
"2366","SF","SRNA","PL","PL7","1","3","1","81","675.591857781504","626.3851876","841","-97","257.604192481","20.9","46","1566","13"
"2367","SF","SRNA","PL","PL7","1","4","1","93","675.591857781504","626.3851876","841","-97","257.604192481","20.9","46","1566","13"
"2368","SF","SRNA","PL","PL7","1","5","1","51","675.591857781504","626.3851876","841","-97","257.604192481","20.9","46","1566","13"
"2369","SF","KLMT","RA","RA2","1","1","1","57","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2370","SF","KLMT","RA","RA2","1","2","1","50","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2371","SF","KLMT","RA","RA2","1","3","1","87","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2372","SF","KLMT","RA","RA2","1","4","1","3","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2373","SF","KLMT","RA","RA2","1","5","1","28","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2374","SF","KLMT","RA","RA8","1","1","1","83","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2375","SF","KLMT","RA","RA8","1","2","1","66","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2376","SF","KLMT","RA","RA8","1","3","1","37","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2377","SF","KLMT","RA","RA8","1","4","1","45","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2378","SF","KLMT","RA","RA8","1","5","1","85","258.38851140766","453.4384496","3236","243","43.204192481","6.1","54","2041","13"
"2379","SF","CSCO","RV","RV3","1","1","1","66","578.34967653892","-89.8742488","696","-139","420.504192481","24.4","28","1273","13"
"2380","SF","CSCO","RV","RV3","1","2","1","21","578.34967653892","-89.8742488","696","-139","420.504192481","24.4","28","1273","13"
"2381","SF","CSCO","RV","RV3","1","4","1","66","578.34967653892","-89.8742488","696","-139","420.504192481","24.4","28","1273","13"
"2382","SF","CSCO","RV","RV3","1","5","2","42","578.34967653892","-89.8742488","696","-139","420.504192481","24.4","28","1273","13"
"2383","SF","CSCO","RV","RV4","1","1","1","75","578.366976640046","-91.0536095","699","-139","418.404192481","24.3","28","1278","13"
"2384","SF","CSCO","RV","RV4","1","2","1","67","578.366976640046","-91.0536095","699","-139","418.404192481","24.3","28","1278","13"
"2385","SF","CSCO","RV","RV4","1","3","1","71","578.366976640046","-91.0536095","699","-139","418.404192481","24.3","28","1278","13"
"2386","SF","CSCO","RV","RV4","1","4","2","53","578.366976640046","-91.0536095","699","-139","418.404192481","24.3","28","1278","13"
"2387","SF","CSCO","RV","RV8","1","1","1","35","578.37728679045","-87.306505","699","-139","418.304192481","24.3","28","1278","13"
"2388","SF","CSCO","RV","RV8","1","2","1","62","578.37728679045","-87.306505","699","-139","418.304192481","24.3","28","1278","13"
"2389","SF","CSCO","RV","RV8","1","3","1","15","578.37728679045","-87.306505","699","-139","418.304192481","24.3","28","1278","13"
"2390","SF","CSCO","RV","RV8","1","4","1","41","578.37728679045","-87.306505","699","-139","418.304192481","24.3","28","1278","13"
"2391","SF","CSCO","RV","RV8","1","5","1","88","578.37728679045","-87.306505","699","-139","418.304192481","24.3","28","1278","13"
"2392","SF","CORA","SA","SA5","1","1","1","67","834.204013232192","-18.2212879","920","-136","336.704192481","19.8","18","1125","13"
"2393","SF","CORA","SA","SA5","1","3","1","99","834.204013232192","-18.2212879","920","-136","336.704192481","19.8","18","1125","13"
"2394","SF","CORA","SA","SA5","1","4","1","26","834.204013232192","-18.2212879","920","-136","336.704192481","19.8","18","1125","13"
"2395","SF","CORA","SA","SA5","1","5","1","44","834.204013232192","-18.2212879","920","-136","336.704192481","19.8","18","1125","13"
"2396","SF","CORA","SA","SA7","1","1","1","19","833.781877398761","-0.963154999999972","963","-134","330.504192481","19.2","18","1105","13"
"2397","SF","CORA","SA","SA7","1","2","1","76","833.781877398761","-0.963154999999972","963","-134","330.504192481","19.2","18","1105","13"
"2398","SF","CORA","SA","SA7","1","3","1","67","833.781877398761","-0.963154999999972","963","-134","330.504192481","19.2","18","1105","13"
"2399","SF","CORA","SA","SA7","1","4","1","48","833.781877398761","-0.963154999999972","963","-134","330.504192481","19.2","18","1105","13"
"2400","SF","CORA","SA","SA7","1","5","1","57","833.781877398761","-0.963154999999972","963","-134","330.504192481","19.2","18","1105","13"
"2401","SF","CORA","SA","SA8","1","1","1","80","834.25143676472","-2.5096466","927","-135","334.304192481","19.7","18","1122","13"
"2402","SF","CORA","SA","SA8","1","2","2","76","834.25143676472","-2.5096466","927","-135","334.304192481","19.7","18","1122","13"
"2403","SF","CORA","SA","SA8","1","3","2","48","834.25143676472","-2.5096466","927","-135","334.304192481","19.7","18","1122","13"
"2404","SF","CORA","SA","SA8","1","4","1","58","834.25143676472","-2.5096466","927","-135","334.304192481","19.7","18","1122","13"
"2405","SF","CORA","SA","SA8","1","5","2","71","834.25143676472","-2.5096466","927","-135","334.304192481","19.7","18","1122","13"
"2406","SF","CORA","SC","SC4","1","1","1","78","812.550417222368","510.6116466","894","-135","346.404192481","19.9","24","1296","13"
"2407","SF","CORA","SC","SC4","1","2","1","32","812.550417222368","510.6116466","894","-135","346.404192481","19.9","24","1296","13"
"2408","SF","CORA","SC","SC4","1","3","1","85","812.550417222368","510.6116466","894","-135","346.404192481","19.9","24","1296","13"
"2409","SF","CORA","SC","SC4","1","4","1","54","812.550417222368","510.6116466","894","-135","346.404192481","19.9","24","1296","13"
"2410","SF","CORA","SC","SC4","1","5","1","72","812.550417222368","510.6116466","894","-135","346.404192481","19.9","24","1296","13"
"2411","SF","SRNA","SN","SN1","1","1","1","53","596.343595960447","98.1819811","1106","-101","277.704192481","17.9","31","1227","13"
"2412","SF","SRNA","SN","SN1","1","2","1","75","596.343595960447","98.1819811","1106","-101","277.704192481","17.9","31","1227","13"
"2413","SF","SRNA","SN","SN1","1","3","1","76","596.343595960447","98.1819811","1106","-101","277.704192481","17.9","31","1227","13"
"2414","SF","SRNA","SN","SN1","1","4","1","1","596.343595960447","98.1819811","1106","-101","277.704192481","17.9","31","1227","13"
"2415","SF","SRNA","SN","SN1","1","5","1","50","596.343595960447","98.1819811","1106","-101","277.704192481","17.9","31","1227","13"
"2416","SF","SRNA","SN","SN2","1","1","1","57","595.061285422019","186.4384496","1157","-95","254.604192481","17.1","33","1306","13"
"2417","SF","SRNA","SN","SN2","1","2","1","83","595.061285422019","186.4384496","1157","-95","254.604192481","17.1","33","1306","13"
