"","Site","Block","Tree","Source","Name","cond","ht","Year"
"1369","PH",3,5,"VI","VI3",1,40,12
"1370","PH",3,1,"VI","VI4",1,72,12
"1371","PH",3,2,"VI","VI4",1,47,12
"1372","PH",3,3,"VI","VI4",1,42,12
"1373","PH",3,4,"VI","VI4",2,33,12
"1374","PH",3,5,"VI","VI4",1,57,12
"1375","PH",3,1,"VI","VI5",1,39,12
"1376","PH",3,2,"VI","VI5",1,62,12
"1377","PH",3,3,"VI","VI5",1,46,12
"1378","PH",3,4,"VI","VI5",1,58,12
"1379","PH",3,5,"VI","VI5",1,59,12
"1380","PH",3,1,"WL","WL3",1,44,12
"1381","PH",3,2,"WL","WL3",1,42,12
"1382","PH",3,3,"WL","WL3",1,42,12
"1383","PH",3,4,"WL","WL3",1,13,12
"1384","PH",3,1,"WL","WL8",1,41,12
"1385","PH",3,2,"WL","WL8",1,69,12
"1386","PH",3,3,"WL","WL8",1,65,12
"1387","PH",3,4,"WL","WL8",1,65,12
"1388","PH",3,5,"WL","WL8",1,70,12
"1389","PH",3,1,"WV","WV2",1,34,12
"1390","PH",3,2,"WV","WV2",1,38,12
"1391","PH",3,3,"WV","WV2",1,51,12
"1392","PH",3,4,"WV","WV2",1,32,12
"1393","PH",3,5,"WV","WV2",1,48,12
"1394","PH",3,1,"WV","WV6",1,66,12
"1395","PH",3,2,"WV","WV6",1,33,12
"1396","PH",3,3,"WV","WV6",1,64,12
"1397","PH",3,4,"WV","WV6",1,33,12
"1398","PH",3,5,"WV","WV6",1,74,12
"1399","PH",3,1,"ZE","ZE1",1,49,12
"1400","PH",3,2,"ZE","ZE1",1,56,12
"1401","PH",3,3,"ZE","ZE1",1,70,12
"1402","PH",3,4,"ZE","ZE1",1,46,12
"1403","PH",3,5,"ZE","ZE1",1,48,12
"1404","PH",3,1,"ZE","ZE4",1,50,12
"1405","PH",3,2,"ZE","ZE4",1,45,12
"1406","PH",3,3,"ZE","ZE4",1,37,12
"1407","PH",3,4,"ZE","ZE4",1,42,12
"1408","PH",3,5,"ZE","ZE4",1,57,12
"1409","PH",3,1,"ZE","ZE6",1,35,12
"1410","PH",3,2,"ZE","ZE6",1,30,12
"1411","PH",3,3,"ZE","ZE6",1,66,12
"1412","PH",3,4,"ZE","ZE6",1,50,12
"1413","PH",3,5,"ZE","ZE6",1,29,12
"1414","PH",4,1,"AK","AK3",1,27,12
"1415","PH",4,2,"AK","AK3",1,41,12
"1416","PH",4,3,"AK","AK3",1,62,12
"1417","PH",4,4,"AK","AK3",1,54,12
"1418","PH",4,5,"AK","AK3",1,41,12
"1419","PH",4,1,"AK","AK6",1,36,12
"1420","PH",4,2,"AK","AK6",1,57,12
"1421","PH",4,3,"AK","AK6",1,47,12
"1422","PH",4,5,"AK","AK6",1,54,12
"1423","PH",4,2,"AK","AK9",1,54,12
"1424","PH",4,3,"AK","AK9",1,42,12
"1425","PH",4,4,"AK","AK9",1,29,12
"1426","PH",4,1,"BA","BA2",1,26,12
"1427","PH",4,2,"BA","BA2",1,45,12
"1428","PH",4,3,"BA","BA2",1,43,12
"1429","PH",4,4,"BA","BA2",1,37,12
"1430","PH",4,5,"BA","BA2",1,41,12
"1431","PH",4,1,"BA","BA3",1,46,12
"1432","PH",4,2,"BA","BA3",1,20,12
"1433","PH",4,3,"BA","BA3",1,38,12
"1434","PH",4,4,"BA","BA3",1,62,12
"1435","PH",4,5,"BA","BA3",1,54,12
"1436","PH",4,1,"BA","BA5",1,58,12
"1437","PH",4,2,"BA","BA5",1,50,12
"1438","PH",4,3,"BA","BA5",1,46,12
"1439","PH",4,4,"BA","BA5",1,62,12
"1440","PH",4,5,"BA","BA5",1,30,12
"1441","PH",4,1,"BC","BC3",1,35,12
"1442","PH",4,2,"BC","BC3",1,46,12
"1443","PH",4,3,"BC","BC3",1,50,12
"1444","PH",4,4,"BC","BC3",1,44,12
"1445","PH",4,5,"BC","BC3",1,59,12
"1446","PH",4,1,"BC","BC6",1,37,12
"1447","PH",4,2,"BC","BC6",1,49,12
"1448","PH",4,3,"BC","BC6",1,47,12
"1449","PH",4,4,"BC","BC6",1,41,12
"1450","PH",4,5,"BC","BC6",1,78,12
"1451","PH",4,6,"BC","BC6",1,69,12
"1452","PH",4,7,"BC","BC6",1,39,12
"1453","PH",4,8,"BC","BC6",2,28,12
"1454","PH",4,9,"BC","BC6",1,49,12
"1455","PH",4,10,"BC","BC6",1,50,12
"1456","PH",4,1,"BC","BC8",1,65,12
"1457","PH",4,2,"BC","BC8",1,56,12
"1458","PH",4,3,"BC","BC8",1,56,12
"1459","PH",4,4,"BC","BC8",1,27,12
"1460","PH",4,1,"BK","BK2",1,26,12
"1461","PH",4,2,"BK","BK2",1,78,12
"1462","PH",4,3,"BK","BK2",1,23,12
"1463","PH",4,4,"BK","BK2",1,56,12
"1464","PH",4,5,"BK","BK2",1,50,12
"1465","PH",4,1,"BK","BK3",1,43,12
"1466","PH",4,2,"BK","BK3",1,37,12
"1467","PH",4,3,"BK","BK3",1,62,12
"1468","PH",4,4,"BK","BK3",1,48,12
"1469","PH",4,5,"BK","BK3",1,36,12
"1470","PH",4,1,"BK","BK5",2,43,12
"1471","PH",4,2,"BK","BK5",1,27,12
"1472","PH",4,3,"BK","BK5",1,53,12
"1473","PH",4,4,"BK","BK5",1,56,12
"1474","PH",4,5,"BK","BK5",1,55,12
"1475","PH",4,1,"BL","BL1",1,34,12
"1476","PH",4,2,"BL","BL1",1,45,12
"1477","PH",4,3,"BL","BL1",1,50,12
"1478","PH",4,4,"BL","BL1",1,48,12
"1479","PH",4,5,"BL","BL1",2,55,12
"1480","PH",4,1,"BL","BL2",1,31,12
"1481","PH",4,2,"BL","BL2",1,23,12
"1482","PH",4,3,"BL","BL2",1,47,12
"1483","PH",4,4,"BL","BL2",1,32,12
"1484","PH",4,5,"BL","BL2",1,56,12
"1485","PH",4,1,"BL","BL3",1,63,12
"1486","PH",4,2,"BL","BL3",1,69,12
"1487","PH",4,3,"BL","BL3",1,47,12
"1488","PH",4,4,"BL","BL3",1,28,12
"1489","PH",4,5,"BL","BL3",1,33,12
"1490","PH",4,1,"BR","BR3",1,58,12
"1491","PH",4,2,"BR","BR3",1,50,12
"1492","PH",4,4,"BR","BR3",1,44,12
"1493","PH",4,5,"BR","BR3",1,65,12
"1494","PH",4,1,"BR","BR7",1,72,12
"1495","PH",4,2,"BR","BR7",1,33,12
"1496","PH",4,3,"BR","BR7",1,73,12
"1497","PH",4,4,"BR","BR7",1,42,12
"1498","PH",4,5,"BR","BR7",1,56,12
"1499","PH",4,1,"CA","CA3",1,45,12
"1500","PH",4,2,"CA","CA3",1,42,12
"1501","PH",4,3,"CA","CA3",1,67,12
"1502","PH",4,4,"CA","CA3",1,57,12
"1503","PH",4,5,"CA","CA3",1,29,12
"1504","PH",4,1,"CA","CA4",1,49,12
"1505","PH",4,2,"CA","CA4",1,79,12
"1506","PH",4,3,"CA","CA4",1,67,12
"1507","PH",4,4,"CA","CA4",2,26,12
"1508","PH",4,5,"CA","CA4",1,45,12
"1509","PH",4,1,"CB","CB1",1,64,12
"1510","PH",4,2,"CB","CB1",1,63,12
"1511","PH",4,3,"CB","CB1",1,52,12
"1512","PH",4,4,"CB","CB1",1,80,12
"1513","PH",4,5,"CB","CB1",1,24,12
"1514","PH",4,1,"CC","CC2",1,51,12
"1515","PH",4,2,"CC","CC2",1,36,12
"1516","PH",4,3,"CC","CC2",1,29,12
"1517","PH",4,5,"CC","CC2",1,67,12
"1518","PH",4,1,"CC","CC4",1,36,12
"1519","PH",4,2,"CC","CC4",1,46,12
"1520","PH",4,3,"CC","CC4",1,50,12
"1521","PH",4,4,"CC","CC4",1,50,12
"1522","PH",4,1,"CC","CC7",1,46,12
"1523","PH",4,2,"CC","CC7",1,43,12
"1524","PH",4,3,"CC","CC7",1,45,12
"1525","PH",4,4,"CC","CC7",1,50,12
"1526","PH",4,5,"CC","CC7",1,36,12
"1527","PH",4,1,"CL","CL1",1,35,12
"1528","PH",4,2,"CL","CL1",1,27,12
"1529","PH",4,3,"CL","CL1",1,46,12
"1530","PH",4,4,"CL","CL1",1,46,12
"1531","PH",4,5,"CL","CL1",1,38,12
"1532","PH",4,1,"CP","CP24",1,59,12
"1533","PH",4,2,"CP","CP24",1,83,12
"1534","PH",4,3,"CP","CP24",1,33,12
"1535","PH",4,4,"CP","CP24",1,64,12
"1536","PH",4,5,"CP","CP24",1,43,12
"1537","PH",4,1,"CP","CP26",1,38,12
"1538","PH",4,2,"CP","CP26",1,36,12
"1539","PH",4,3,"CP","CP26",1,46,12
"1540","PH",4,4,"CP","CP26",1,53,12
"1541","PH",4,5,"CP","CP26",1,63,12
"1542","PH",4,1,"CP","CP9",1,51,12
"1543","PH",4,2,"CP","CP9",1,30,12
"1544","PH",4,3,"CP","CP9",1,62,12
"1545","PH",4,4,"CP","CP9",1,52,12
"1546","PH",4,5,"CP","CP9",1,48,12
"1547","PH",4,1,"CR","CR2",1,50,12
"1548","PH",4,2,"CR","CR2",1,63,12
"1549","PH",4,3,"CR","CR2",1,39,12
"1550","PH",4,4,"CR","CR2",1,1,12
"1551","PH",4,5,"CR","CR2",1,59,12
"1552","PH",4,1,"CR","CR3",1,47,12
"1553","PH",4,2,"CR","CR3",1,29,12
"1554","PH",4,3,"CR","CR3",1,51,12
"1555","PH",4,4,"CR","CR3",1,43,12
"1556","PH",4,1,"CR","CR4",1,46,12
"1557","PH",4,2,"CR","CR4",1,58,12
"1558","PH",4,3,"CR","CR4",1,62,12
"1559","PH",4,4,"CR","CR4",1,57,12
"1560","PH",4,5,"CR","CR4",1,34,12
"1561","PH",4,6,"CR","CR4",1,45,12
"1562","PH",4,1,"CY","CY6",1,60,12
"1563","PH",4,2,"CY","CY6",1,52,12
"1564","PH",4,3,"CY","CY6",1,64,12
"1565","PH",4,4,"CY","CY6",1,49,12
"1566","PH",4,5,"CY","CY6",1,48,12
"1567","PH",4,1,"DE","DE2",1,44,12
"1568","PH",4,2,"DE","DE2",1,72,12
"1569","PH",4,3,"DE","DE2",1,45,12
"1570","PH",4,4,"DE","DE2",1,65,12
"1571","PH",4,5,"DE","DE2",1,52,12
"1572","PH",4,1,"DE","DE4",1,52,12
"1573","PH",4,2,"DE","DE4",1,77,12
"1574","PH",4,3,"DE","DE4",1,33,12
"1575","PH",4,4,"DE","DE4",1,54,12
"1576","PH",4,5,"DE","DE4",1,59,12
"1577","PH",4,1,"DE","DE5",1,43,12
"1578","PH",4,2,"DE","DE5",1,73,12
"1579","PH",4,3,"DE","DE5",1,67,12
"1580","PH",4,4,"DE","DE5",1,36,12
"1581","PH",4,5,"DE","DE5",1,38,12
"1582","PH",4,1,"DE","DE6",1,75,12
"1583","PH",4,2,"DE","DE6",1,28,12
"1584","PH",4,3,"DE","DE6",1,33,12
"1585","PH",4,4,"DE","DE6",1,55,12
"1586","PH",4,1,"FB","FB3",1,32,12
"1587","PH",4,2,"FB","FB3",1,49,12
"1588","PH",4,3,"FB","FB3",1,17,12
"1589","PH",4,4,"FB","FB3",1,46,12
"1590","PH",4,5,"FB","FB3",1,47,12
"1591","PH",4,1,"FB","FB9",1,62,12
"1592","PH",4,2,"FB","FB9",1,88,12
"1593","PH",4,3,"FB","FB9",1,45,12
"1594","PH",4,4,"FB","FB9",1,35,12
"1595","PH",4,5,"FB","FB9",1,38,12
"1596","PH",4,1,"FW","FW10",1,49,12
"1597","PH",4,2,"FW","FW10",1,50,12
"1598","PH",4,4,"FW","FW10",1,49,12
"1599","PH",4,5,"FW","FW10",1,49,12
"1600","PH",4,1,"FW","FW3",1,56,12
"1601","PH",4,2,"FW","FW3",1,50,12
"1602","PH",4,3,"FW","FW3",1,53,12
"1603","PH",4,4,"FW","FW3",1,63,12
"1604","PH",4,5,"FW","FW3",1,81,12
"1605","PH",4,1,"GA","GA1",1,49,12
"1606","PH",4,2,"GA","GA1",1,32,12
"1607","PH",4,3,"GA","GA1",1,54,12
"1608","PH",4,4,"GA","GA1",1,28,12
"1609","PH",4,5,"GA","GA1",1,25,12
"1610","PH",4,1,"GA","GA2",1,77,12
"1611","PH",4,2,"GA","GA2",1,33,12
"1612","PH",4,3,"GA","GA2",1,52,12
"1613","PH",4,4,"GA","GA2",1,19,12
"1614","PH",4,1,"GA","GA3",1,43,12
"1615","PH",4,2,"GA","GA3",1,51,12
"1616","PH",4,3,"GA","GA3",1,31,12
"1617","PH",4,4,"GA","GA3",2,41,12
"1618","PH",4,5,"GA","GA3",1,27,12
"1619","PH",4,1,"GP","GP1",1,41,12
"1620","PH",4,2,"GP","GP1",1,28,12
"1621","PH",4,3,"GP","GP1",1,31,12
"1622","PH",4,4,"GP","GP1",1,65,12
"1623","PH",4,5,"GP","GP1",1,25,12
"1624","PH",4,1,"GP","GP2",1,59,12
"1625","PH",4,2,"GP","GP2",1,31,12
"1626","PH",4,3,"GP","GP2",1,44,12
"1627","PH",4,4,"GP","GP2",1,48,12
"1628","PH",4,5,"GP","GP2",1,55,12
"1629","PH",4,1,"HC","HC1",1,65,12
"1630","PH",4,2,"HC","HC1",1,41,12
"1631","PH",4,3,"HC","HC1",1,69,12
"1632","PH",4,4,"HC","HC1",1,46,12
"1633","PH",4,5,"HC","HC1",1,31,12
"1634","PH",4,1,"HC","HC2",1,24,12
"1635","PH",4,2,"HC","HC2",1,33,12
"1636","PH",4,3,"HC","HC2",1,43,12
"1637","PH",4,4,"HC","HC2",1,44,12
"1638","PH",4,5,"HC","HC2",1,40,12
"1639","PH",4,1,"HP","HP1",1,59,12
"1640","PH",4,2,"HP","HP1",1,46,12
"1641","PH",4,3,"HP","HP1",1,40,12
"1642","PH",4,4,"HP","HP1",1,44,12
"1643","PH",4,5,"HP","HP1",1,45,12
"1644","PH",4,1,"KL","KL10",1,33,12
"1645","PH",4,2,"KL","KL10",1,60,12
"1646","PH",4,3,"KL","KL10",1,29,12
"1647","PH",4,4,"KL","KL10",1,62,12
"1648","PH",4,5,"KL","KL10",1,58,12
"1649","PH",4,1,"KL","KL11",1,63,12
"1650","PH",4,2,"KL","KL11",1,37,12
"1651","PH",4,3,"KL","KL11",1,52,12
"1652","PH",4,4,"KL","KL11",1,47,12
"1653","PH",4,5,"KL","KL11",1,22,12
"1654","PH",4,1,"KL","KL12",1,38,12
"1655","PH",4,2,"KL","KL12",2,17,12
"1656","PH",4,3,"KL","KL12",1,55,12
"1657","PH",4,4,"KL","KL12",1,62,12
"1658","PH",4,1,"KL","KL13",1,33,12
"1659","PH",4,2,"KL","KL13",1,31,12
"1660","PH",4,3,"KL","KL13",1,53,12
"1661","PH",4,4,"KL","KL13",1,76,12
"1662","PH",4,5,"KL","KL13",1,31,12
"1663","PH",4,2,"KL","KL14",1,34,12
"1664","PH",4,3,"KL","KL14",1,62,12
"1665","PH",4,4,"KL","KL14",1,61,12
"1666","PH",4,5,"KL","KL14",1,54,12
"1667","PH",4,1,"KL","KL6",1,63,12
"1668","PH",4,2,"KL","KL6",1,17,12
"1669","PH",4,3,"KL","KL6",1,22,12
"1670","PH",4,4,"KL","KL6",1,24,12
"1671","PH",4,5,"KL","KL6",1,55,12
"1672","PH",4,1,"KL","KL7",1,41,12
"1673","PH",4,2,"KL","KL7",1,43,12
"1674","PH",4,4,"KL","KL7",1,41,12
"1675","PH",4,5,"KL","KL7",1,36,12
"1676","PH",4,3,"KM","KM1",1,35,12
"1677","PH",4,4,"KM","KM1",1,57,12
"1678","PH",4,5,"KM","KM1",1,29,12
"1679","PH",4,2,"KM","KM10",1,73,12
"1680","PH",4,3,"KM","KM10",1,44,12
"1681","PH",4,4,"KM","KM10",1,59,12
"1682","PH",4,1,"LA","LA10",1,31,12
"1683","PH",4,2,"LA","LA10",1,45,12
"1684","PH",4,3,"LA","LA10",1,71,12
"1685","PH",4,4,"LA","LA10",1,28,12
"1686","PH",4,5,"LA","LA10",1,13,12
"1687","PH",4,1,"LA","LA13",1,51,12
"1688","PH",4,2,"LA","LA13",1,60,12
"1689","PH",4,3,"LA","LA13",1,30,12
"1690","PH",4,4,"LA","LA13",1,39,12
"1691","PH",4,5,"LA","LA13",1,52,12
"1692","PH",4,1,"LA","LA5",1,63,12
"1693","PH",4,2,"LA","LA5",1,36,12
"1694","PH",4,3,"LA","LA5",1,36,12
"1695","PH",4,4,"LA","LA5",1,33,12
"1696","PH",4,1,"LA","LA8",1,21,12
"1697","PH",4,2,"LA","LA8",1,32,12
"1698","PH",4,3,"LA","LA8",1,56,12
"1699","PH",4,4,"LA","LA8",1,73,12
"1700","PH",4,5,"LA","LA8",1,54,12
"1701","PH",4,1,"LC","LC1",1,63,12
"1702","PH",4,3,"LC","LC1",1,11,12
"1703","PH",4,4,"LC","LC1",1,18,12
"1704","PH",4,1,"LC","LC2",1,50,12
"1705","PH",4,2,"LC","LC2",1,39,12
"1706","PH",4,3,"LC","LC2",1,46,12
"1707","PH",4,4,"LC","LC2",1,41,12
"1708","PH",4,5,"LC","LC2",1,39,12
"1709","PH",4,1,"OH","OH1",1,30,12
"1710","PH",4,2,"OH","OH1",1,53,12
"1711","PH",4,3,"OH","OH1",1,34,12
"1712","PH",4,4,"OH","OH1",1,46,12
"1713","PH",4,5,"OH","OH1",1,43,12
"1714","PH",4,1,"OK","OK1",1,55,12
"1715","PH",4,2,"OK","OK1",1,61,12
"1716","PH",4,3,"OK","OK1",1,56,12
"1717","PH",4,4,"OK","OK1",1,34,12
"1718","PH",4,5,"OK","OK1",1,36,12
"1719","PH",4,1,"OL","OL1",1,47,12
"1720","PH",4,2,"OL","OL1",1,33,12
"1721","PH",4,3,"OL","OL1",1,45,12
"1722","PH",4,4,"OL","OL1",1,62,12
"1723","PH",4,5,"OL","OL1",1,29,12
"1724","PH",4,1,"OR","OR1",1,69,12
"1725","PH",4,2,"OR","OR1",1,93,12
"1726","PH",4,3,"OR","OR1",1,48,12
"1727","PH",4,4,"OR","OR1",1,59,12
"1728","PH",4,1,"PA","PA1",1,65,12
"1729","PH",4,2,"PA","PA1",1,28,12
"1730","PH",4,4,"PA","PA1",1,43,12
"1731","PH",4,5,"PA","PA1",1,41,12
"1732","PH",4,1,"PA","PA3",1,70,12
"1733","PH",4,2,"PA","PA3",1,59,12
"1734","PH",4,3,"PA","PA3",1,36,12
"1735","PH",4,4,"PA","PA3",1,39,12
"1736","PH",4,5,"PA","PA3",1,31,12
"1737","PH",4,1,"PA","PA4",1,52,12
"1738","PH",4,2,"PA","PA4",1,49,12
"1739","PH",4,3,"PA","PA4",1,57,12
"1740","PH",4,4,"PA","PA4",1,29,12
"1741","PH",4,5,"PA","PA4",1,59,12
"1742","PH",4,2,"PF","PF1",1,70,12
"1743","PH",4,3,"PF","PF1",1,51,12
"1744","PH",4,4,"PF","PF1",1,46,12
"1745","PH",4,5,"PF","PF1",1,70,12
"1746","PH",4,1,"PF","PF2",1,54,12
"1747","PH",4,2,"PF","PF2",1,42,12
"1748","PH",4,3,"PF","PF2",1,49,12
"1749","PH",4,4,"PF","PF2",1,53,12
"1750","PH",4,5,"PF","PF2",1,65,12
"1751","PH",4,1,"PF","PF4",1,64,12
"1752","PH",4,2,"PF","PF4",1,42,12
"1753","PH",4,3,"PF","PF4",1,65,12
"1754","PH",4,4,"PF","PF4",1,48,12
"1755","PH",4,5,"PF","PF4",1,32,12
"1756","PH",4,1,"PF","PF5",1,52,12
"1757","PH",4,2,"PF","PF5",1,61,12
"1758","PH",4,3,"PF","PF5",1,46,12
"1759","PH",4,4,"PF","PF5",1,52,12
"1760","PH",4,5,"PF","PF5",1,44,12
"1761","PH",4,1,"PL","PL1",1,61,12
"1762","PH",4,2,"PL","PL1",1,51,12
"1763","PH",4,3,"PL","PL1",1,59,12
"1764","PH",4,4,"PL","PL1",1,62,12
"1765","PH",4,5,"PL","PL1",1,41,12
"1766","PH",4,1,"PL","PL11",1,19,12
"1767","PH",4,2,"PL","PL11",1,64,12
"1768","PH",4,3,"PL","PL11",1,46,12
"1769","PH",4,4,"PL","PL11",1,69,12
"1770","PH",4,1,"PL","PL4",1,45,12
"1771","PH",4,2,"PL","PL4",1,36,12
"1772","PH",4,3,"PL","PL4",1,37,12
"1773","PH",4,4,"PL","PL4",1,51,12
"1774","PH",4,5,"PL","PL4",1,47,12
"1775","PH",4,1,"PL","PL7",1,36,12
"1776","PH",4,2,"PL","PL7",1,43,12
"1777","PH",4,3,"PL","PL7",1,46,12
"1778","PH",4,4,"PL","PL7",1,70,12
"1779","PH",4,5,"PL","PL7",1,44,12
"1780","PH",4,1,"RA","RA2",1,37,12
"1781","PH",4,2,"RA","RA2",1,38,12
"1782","PH",4,3,"RA","RA2",1,49,12
"1783","PH",4,4,"RA","RA2",1,66,12
"1784","PH",4,5,"RA","RA2",1,26,12
"1785","PH",4,1,"RA","RA8",1,40,12
"1786","PH",4,2,"RA","RA8",1,44,12
"1787","PH",4,3,"RA","RA8",2,21,12
"1788","PH",4,4,"RA","RA8",1,65,12
"1789","PH",4,1,"RV","RV3",1,52,12
"1790","PH",4,2,"RV","RV3",1,69,12
"1791","PH",4,3,"RV","RV3",1,36,12
"1792","PH",4,5,"RV","RV3",1,43,12
"1793","PH",4,1,"RV","RV4",1,42,12
"1794","PH",4,4,"RV","RV4",1,52,12
"1795","PH",4,5,"RV","RV4",1,51,12
"1796","PH",4,1,"RV","RV8",1,16,12
"1797","PH",4,2,"RV","RV8",1,49,12
"1798","PH",4,3,"RV","RV8",1,33,12
"1799","PH",4,4,"RV","RV8",1,46,12
"1800","PH",4,2,"SA","SA7",1,63,12
"1801","PH",4,3,"SA","SA7",1,24,12
"1802","PH",4,5,"SA","SA7",1,61,12
"1803","PH",4,1,"SA","SA8",1,55,12
"1804","PH",4,2,"SA","SA8",1,26,12
"1805","PH",4,3,"SA","SA8",1,48,12
"1806","PH",4,4,"SA","SA8",1,52,12
"1807","PH",4,5,"SA","SA8",1,62,12
"1808","PH",4,1,"SC","SC4",1,19,12
"1809","PH",4,2,"SC","SC4",1,45,12
"1810","PH",4,3,"SC","SC4",1,40,12
"1811","PH",4,4,"SC","SC4",1,59,12
"1812","PH",4,5,"SC","SC4",1,44,12
"1813","PH",4,1,"SN","SN1",1,32,12
"1814","PH",4,2,"SN","SN1",2,51,12
"1815","PH",4,3,"SN","SN1",1,25,12
"1816","PH",4,4,"SN","SN1",1,46,12
"1817","PH",4,5,"SN","SN1",1,33,12
"1818","PH",4,1,"SN","SN2",1,83,12
"1819","PH",4,2,"SN","SN2",1,34,12
"1820","PH",4,3,"SN","SN2",1,29,12
"1821","PH",4,4,"SN","SN2",1,29,12
"1822","PH",4,1,"SN","SN3",1,55,12
"1823","PH",4,2,"SN","SN3",1,45,12
"1824","PH",4,3,"SN","SN3",1,22,12
"1825","PH",4,4,"SN","SN3",1,43,12
"1826","PH",4,5,"SN","SN3",1,42,12
"1827","PH",4,6,"SN","SN3",1,49,12
"1828","PH",4,7,"SN","SN3",1,54,12
"1829","PH",4,8,"SN","SN3",1,65,12
"1830","PH",4,9,"SN","SN3",1,53,12
"1831","PH",4,10,"SN","SN3",1,62,12
"1832","PH",4,1,"SN","SN4",1,44,12
"1833","PH",4,3,"SN","SN4",1,45,12
"1834","PH",4,4,"SN","SN4",1,69,12
"1835","PH",4,5,"SN","SN4",1,62,12
"1836","PH",4,1,"SR","SR2",1,78,12
"1837","PH",4,3,"SR","SR2",1,41,12
"1838","PH",4,4,"SR","SR2",1,19,12
"1839","PH",4,5,"SR","SR2",1,56,12
"1840","PH",4,1,"VE","VE10",1,48,12
"1841","PH",4,2,"VE","VE10",1,29,12
"1842","PH",4,3,"VE","VE10",1,45,12
"1843","PH",4,4,"VE","VE10",1,61,12
"1844","PH",4,5,"VE","VE10",1,71,12
"1845","PH",4,1,"VE","VE5",1,54,12
"1846","PH",4,2,"VE","VE5",1,44,12
"1847","PH",4,3,"VE","VE5",1,59,12
"1848","PH",4,4,"VE","VE5",2,67,12
"1849","PH",4,5,"VE","VE5",1,51,12
"1850","PH",4,1,"VE","VE7",1,44,12
"1851","PH",4,2,"VE","VE7",1,25,12
"1852","PH",4,3,"VE","VE7",1,47,12
"1853","PH",4,5,"VE","VE7",1,54,12
"1854","PH",4,1,"VI","VI3",1,43,12
"1855","PH",4,2,"VI","VI3",1,55,12
"1856","PH",4,3,"VI","VI3",1,31,12
"1857","PH",4,4,"VI","VI3",1,12,12
"1858","PH",4,5,"VI","VI3",1,42,12
"1859","PH",4,1,"VI","VI4",1,51,12
"1860","PH",4,2,"VI","VI4",1,21,12
"1861","PH",4,3,"VI","VI4",1,69,12
"1862","PH",4,4,"VI","VI4",1,34,12
"1863","PH",4,5,"VI","VI4",1,40,12
"1864","PH",4,1,"VI","VI5",1,30,12
"1865","PH",4,2,"VI","VI5",1,34,12
"1866","PH",4,3,"VI","VI5",1,46,12
"1867","PH",4,4,"VI","VI5",1,25,12
"1868","PH",4,5,"VI","VI5",1,67,12
"1869","PH",4,1,"WL","WL3",1,41,12
"1870","PH",4,2,"WL","WL3",1,35,12
"1871","PH",4,3,"WL","WL3",1,55,12
"1872","PH",4,4,"WL","WL3",1,48,12
"1873","PH",4,5,"WL","WL3",1,42,12
"1874","PH",4,2,"WL","WL8",1,45,12
"1875","PH",4,3,"WL","WL8",1,47,12
"1876","PH",4,4,"WL","WL8",1,49,12
"1877","PH",4,5,"WL","WL8",1,48,12
"1878","PH",4,1,"WV","WV2",1,57,12
"1879","PH",4,2,"WV","WV2",1,85,12
"1880","PH",4,3,"WV","WV2",1,62,12
"1881","PH",4,4,"WV","WV2",1,29,12
"1882","PH",4,5,"WV","WV2",1,50,12
"1883","PH",4,1,"WV","WV6",1,51,12
"1884","PH",4,2,"WV","WV6",1,33,12
"1885","PH",4,3,"WV","WV6",1,22,12
"1886","PH",4,4,"WV","WV6",1,103,12
"1887","PH",4,5,"WV","WV6",1,40,12
"1888","PH",4,1,"ZE","ZE1",1,20,12
"1889","PH",4,3,"ZE","ZE1",1,61,12
"1890","PH",4,4,"ZE","ZE1",1,43,12
"1891","PH",4,5,"ZE","ZE1",1,39,12
"1892","PH",4,1,"ZE","ZE4",1,43,12
"1893","PH",4,2,"ZE","ZE4",1,66,12
"1894","PH",4,3,"ZE","ZE4",1,49,12
"1895","PH",4,4,"ZE","ZE4",1,69,12
"1896","PH",4,5,"ZE","ZE4",1,29,12
"1897","PH",4,1,"ZE","ZE6",1,46,12
"1898","PH",4,2,"ZE","ZE6",1,60,12
"1899","PH",4,3,"ZE","ZE6",1,34,12
"1900","PH",4,4,"ZE","ZE6",1,37,12
"1901","PH",4,5,"ZE","ZE6",1,35,12
"1902","PH",2,4,"KL","KL11",1,93,13
"1903","PH",1,4,"GA","GA1",1,140,13
"1904","PH",3,2,"PF","PF4",1,115,13
"1905","PH",3,1,"SN","SN2",1,120,13
"1906","PH",3,3,"AK","AK6",1,103,13
"1907","PH",2,2,"CP","CP26",1,82,13
"1908","PH",4,1,"BL","BL2",1,93,13
"1909","PH",2,5,"SA","SA7",1,66,13
"1910","PH",4,3,"BL","BL2",1,85,13
"1911","PH",4,2,"LA","LA5",1,81,13
"1912","PH",1,1,"SA","SA7",1,99,13
"1913","PH",2,1,"PL","PL7",1,54,13
"1914","PH",4,1,"LA","LA13",1,85,13
"1915","PH",2,2,"AK","AK6",1,49,13
"1916","PH",1,4,"FB","FB9",1,54,13
"1917","PH",3,1,"BA","BA5",1,135,13
"1918","PH",2,1,"HC","HC2",1,66,13
"1919","PH",2,1,"BL","BL2",1,74,13
"1920","PH",3,4,"SN","SN4",1,58,13
"1921","PH",4,2,"LA","LA13",1,118,13
"1922","PH",2,1,"RV","RV8",1,103,13
"1923","PH",4,5,"BL","BL2",1,64,13
"1924","PH",3,1,"LA","LA10",1,57,13
